DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M),Electrolyte O2 Saturated (0/1),Overpotential (mV @10 mA cm-2)
10.1002/smll.202202513,Peoples R China,Beijing Univ Chem Technol,SMALL,15.153,7/10/2022,3,194,0.015463918,Y,Ru,Ir,None,Y 2 Ru 1.2 Ir 0.8 O 7,50,30,20,0,80,480,0,0,0,0,1000,5,360,0,0,0,0,0.50955414,0,0,1,2,0.1,,220
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,Si,Ru,Ir,None,MS-IrO 2 /RuO 2 (1:10),80,18.18181818,1.818181818,0,80,90,1,0,0,0,370,,,0,0,0,1,0.1,0,0,0,5,2,0,300
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,Si,Ru,Ir,None,MS-IrO 2 /RuO 2 (1:4),80,16,4,0,80,90,1,0,0,0,370,,,0,0,0,1,0.1,0,0,0,5,2,0,314
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,Ru,Ir,None,None,IrO 2 /RuO 2 (1:10),90.90909091,9.090909091,0,0,80,90,1,0,0,0,370,,,0,0,0,0,0.1,0,0,0,5,2,0,340
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,Ru,Ir,None,None,IrO 2 /RuO 2 (1:4),80,20,0,0,80,90,1,0,0,0,370,,,0,0,0,0,0.1,0,0,0,5,2,0,347
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,Si,Ru,None,None,MS-RuO 2,80,20,0,0,80,90,1,0,0,0,370,,,0,0,0,1,0.1,0,0,0,5,2,0,347
10.1039/D1TA01587G,South Korea,Korea Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/10/2021,10,559,0.017889088,Au,Pt,Ru,None,C-NW/C,37.59297182,32.66685674,29.74017144,0,280,120,1,0,1,0,25,0,0,0,1,0,0,0.112121212,0.753679654,0,0,10,0.1,0,408
10.1039/D1TA01587G,South Korea,Korea Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/10/2021,10,559,0.017889088,Pt,Au,Ru,None,A-NW/C,38.43637068,34.67813355,26.88549577,0,280,15,1,0,1,0,25,0,0,0,1,0,0,0.125429864,0.779547511,0,0,10,0.1,0,418
10.1039/D1TA01587G,South Korea,Korea Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/10/2021,10,559,0.017889088,Pt,Au,Ru,None,D-NW-a,37.39920229,34.88832753,27.71247019,0,280,120,1,0,1,0,300,,60,0,0,0,0,0.121222222,0.989888889,0,0,10,0.1,0,213
10.1039/D1TA01587G,South Korea,Korea Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/10/2021,10,559,0.017889088,Au,Pt,Ru,None,C-NW-a,39.74389235,34.02568557,26.23042208,0,280,120,1,0,1,0,300,,60,0,0,0,0,0.129196429,0.763660714,0,0,10,0.1,0,252
10.1039/D1TA01587G,South Korea,Korea Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/10/2021,10,559,0.017889088,Pt,Au,Ru,None,A-NW-a,39.8633052,38.41303957,21.72365522,0,280,15,1,0,1,0,300,,60,0,0,0,0,0.110857143,0.705469388,0,0,10,0.1,0,235
10.1016/j.cattod.2019.12.003,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,1/11/2021,8,739,0.01082544,Si,Ru,None,None,Meso-RuO2,80,20,0,0,25,,1,0,0,0,300,,,0,0,0,1,0.1,0,0,0,5,2,0,266
10.1002/aenm.201803795,Germany,Max Planck Inst Solid State Res,ADVANCED ENERGY MATERIALS,29.698,5/15/2019,126,1346,0.093610698,Ru,Na,None,None,Nanosheet,50,50,0,0,25,,1,0,0,1,900,,720,0,0,0,0,0.5,0,0,1,10,0.1,,255
10.1021/acscatal.2c01944,Peoples R China,Shanghai Univ Elect Power,ACS CATALYSIS,13.7,8/4/2022,5,169,0.029585799,Ti,Ru,None,None,RuO2/D-TiO2,71.39218723,28.60781277,0,0,25,60,1,1,0,0,320,,120,0,0,0,1,1.6898,3.3102,1,1,5,1,,180
10.1021/acscatal.2c01944,Peoples R China,Shanghai Univ Elect Power,ACS CATALYSIS,13.7,8/4/2022,5,169,0.029585799,Ti,Ru,None,None,RuO2/TiO2,71.39218723,28.60781277,0,0,25,60,1,1,0,0,320,,120,0,0,0,0,1.6898,3.3102,1,1,5,1,,310
10.1021/acscatal.2c01944,Peoples R China,Shanghai Univ Elect Power,ACS CATALYSIS,13.7,8/4/2022,5,169,0.029585799,Ru,None,None,None,Ru/C,100,0,0,0,25,60,1,1,0,0,320,,120,0,0,0,0,1.6898,3.3102,0,1,5,1,,280
10.21203/rs.3.rs-1531422/v1,Peoples R China,Central South Univ,Reseach Sqaure Preprint,0,5/12/2022,0,253,0,K,Mn,Ir,None,l-Mn0.98Ir0.02O2,50.4950495,48.51485149,0.99009901,0,120,720,0,0,0,0,25,0,0,0,0,0,0,0.5,0,0,1,5,1,,115
10.21203/rs.3.rs-1531422/v1,Peoples R China,Central South Univ,Reseach Sqaure Preprint,0,5/12/2022,0,253,0,K,Mn,Ir,None,l-Mn0.99Ir0.01O2,50.24875622,49.25373134,0.497512438,0,120,720,0,0,0,0,25,0,0,0,0,0,0,0.5,0,0,1,5,1,,149
10.21203/rs.3.rs-1531422/v1,Peoples R China,Central South Univ,Reseach Sqaure Preprint,0,5/12/2022,0,253,0,K,Mn,Ir,None,sl-Mn0.98Ir0.02O2,50.4950495,48.51485149,0.99009901,0,120,720,0,0,0,0,400,1,240,0,0,0,0,0.5,0,0,1,5,1,,60
10.21203/rs.3.rs-1531422/v1,Peoples R China,Central South Univ,Reseach Sqaure Preprint,0,5/12/2022,0,253,0,K,Mn,Ir,None,sl-Mn0.99Ir0.01O2,50.24875622,49.25373134,0.497512438,0,120,720,0,0,0,0,400,1,240,0,0,0,0,0.5,0,0,1,5,1,,133
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-0.5,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,30,0,0,0,0,0.153861386,0.246138614,0,0,5,1,,273
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-1,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,60,0,0,0,0,0.153861386,0.246138614,0,0,5,1,,244
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-2,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,300,0,0,0,0,0.153861386,0.246138614,0,0,5,1,,221
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-5,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,600,0,0,0,0,0.153861386,0.246138614,0,0,5,1,,255
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-10,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,1200,0,0,0,0,0.153861386,0.246138614,0,0,5,1,,278
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-20,66.95350435,33.04649565,0,0,180,720,0,1,0,0,300,,1800,0,0,0,0,0.153861386,0.246138614,0,0,5,1,,340
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,Se,Ru,None,None,C-RuO 2 -RuSe-10-250,66.95350435,33.04649565,0,0,180,720,0,1,0,0,250,,600,0,0,0,0,0.153861386,0.246138614,0,0,5,1,,249
10.1021/acsaem.2c00551,South Korea,Ewha Womans Univ,ACS APPLIED ENERGY MATERIALS,6.959,7/10/2022,1,194,0.005154639,Ir,Sr,None,None,SrIrO3 NFs,50,50,0,0,25,900,1,0,0,0,700,5.8,20,0,0,0,0,0.56588,0,0,0,10,1,0,280
10.1021/acsaem.2c00551,South Korea,Ewha Womans Univ,ACS APPLIED ENERGY MATERIALS,6.959,7/10/2022,1,194,0.005154639,Ir,None,None,None,Ir NF,100,0,0,0,25,900,1,0,0,0,700,5.8,20,0,0,0,0,0.56588,0,0,0,10,1,0,390
10.1016/j.cej.2022.137909,Peoples R China,Southwest Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/27/2022,1,177,0.005649718,Ir,Ru,None,None,Ir0.5Ru0.5,50,50,0,0,25,120,1,1,0,0,25,0,0,0,0,0,0,0.05,0,0,1,5,1,0,160
10.1016/j.cej.2022.137909,Peoples R China,Southwest Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/27/2022,1,177,0.005649718,Ir,Ru,None,None,Ir0.75Ru0.25,75,25,0,0,25,120,1,1,0,0,25,0,0,0,0,0,0,0.05,0,0,1,5,1,0,230
10.1016/j.cej.2022.137909,Peoples R China,Southwest Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/27/2022,1,177,0.005649718,Ru,Ir,None,None,Ru0.75Ir0.25,75,25,0,0,25,120,1,1,0,0,25,0,0,0,0,0,0,0.05,0,0,1,5,1,0,219
10.1016/j.electacta.2022.140566,Peoples R China,Henan Polytech Univ,ELECTROCHIMICA ACTA,7.336,8/10/2022,0,163,0,Ru,Ce,None,None,CeO2/RuO2,66.66666667,33.33333333,0,0,25,,1,0,0,0,350,5,240,0,0,0,0,0.997849624,0,0,1,10,1,,199
10.1016/j.electacta.2022.140566,Peoples R China,Henan Polytech Univ,ELECTROCHIMICA ACTA,7.336,8/10/2022,0,163,0,Ru,None,None,None,py-RuO2,100,0,0,0,25,,1,0,0,0,350,5,240,0,0,0,0,0.606,0,0,1,10,1,,235
10.1016/j.jre.2022.01.013,Peoples R China,Inner Mongolia Normal Unniv,JOURNAL OF RARE EARTH,4.632,1/19/2022,2,366,0.005464481,Ir,Ce,None,None,IrCeOx,50,50,0,0,160,30,1,0,1,0,25,0,0,0,0,0,0,0.012233376,0.395409934,0,0,5,1,,442
10.1016/j.jre.2022.01.013,Peoples R China,Inner Mongolia Normal Unniv,JOURNAL OF RARE EARTH,4.632,1/19/2022,0,366,0,Ir,Ce,None,None,Ir2CeOx,66.66666667,33.33333333,0,0,160,30,1,0,1,0,25,0,0,0,0,0,0,0.021548025,0.386095285,0,0,5,1,,373
10.1016/j.jre.2022.01.013,Peoples R China,Inner Mongolia Normal Unniv,JOURNAL OF RARE EARTH,4.632,1/19/2022,0,366,0,Ir,Ce,None,None,Ir3CeOx,75,25,0,0,160,30,1,0,1,0,25,0,0,0,0,0,0,0.030141146,0.377502164,0,0,5,1,,299
10.1016/j.compositesb.2022.110013,Peoples R China,Qingdao Univ Sci & Technol,COMPOSITES PART B-ENGINEERING,11.322,7/23/2022,2,181,0.011049724,Ru,Mn,None,None,Mn-Ru/RuO2@CNT,88.31404409,11.68595591,0,0,25,30,1,0,0,1,800,,3,0,0,0,0,0.141542817,0,0,0,5,1,,177
10.1016/j.compositesb.2022.110013,Peoples R China,Qingdao Univ Sci & Technol,COMPOSITES PART B-ENGINEERING,11.322,7/23/2022,2,181,0.011049724,Ru,None,None,None,Ru/RuO2@CNT,100,0,0,0,25,30,1,0,0,1,800,,3,0,1,0,0,0.141542817,0,0,0,5,1,,250
10.1016/j.compositesb.2022.110013,Peoples R China,Qingdao Univ Sci & Technol,COMPOSITES PART B-ENGINEERING,11.322,7/23/2022,2,181,0.011049724,Ru,None,None,None,RuO2@CNT,100,0,0,0,25,30,1,0,0,1,800,,3,0,0,0,0,0.141542817,0,0,0,5,1,,240
10.1016/j.compositesb.2022.110013,Peoples R China,Qingdao Univ Sci & Technol,COMPOSITES PART B-ENGINEERING,11.322,7/23/2022,2,181,0.011049724,Ru,Cd,None,None,Cd-Ru/RuO2@CNT,90.8962326,9.103767399,0,0,25,30,1,0,0,1,800,,3,0,0,0,0,0.141542817,0,0,0,5,1,,199
10.1016/j.compositesb.2022.110013,Peoples R China,Qingdao Univ Sci & Technol,COMPOSITES PART B-ENGINEERING,11.322,7/23/2022,2,181,0.011049724,Ru,Cu,None,None,Cu-Ru/RuO2@CNT,88.79025666,11.20974334,0,0,25,30,1,0,0,1,800,,3,0,0,0,0,0.141542817,0,0,0,5,1,,210
10.1016/j.compositesb.2022.110013,Peoples R China,Qingdao Univ Sci & Technol,COMPOSITES PART B-ENGINEERING,11.322,7/23/2022,2,181,0.011049724,Ru,Mn,None,None,3 wt%,94.1017768,5.898223199,0,0,25,30,1,0,0,1,800,,3,0,0,0,0,0.141542817,0,0,0,5,1,,196
10.1016/j.compositesb.2022.110013,Peoples R China,Qingdao Univ Sci & Technol,COMPOSITES PART B-ENGINEERING,11.322,7/23/2022,2,181,0.011049724,Ru,Mn,None,None,7 wt%,82.63372599,17.36627401,0,0,25,30,1,0,0,1,800,,3,0,0,0,0,0.141542817,0,0,0,5,1,,186
10.1016/j.apcatb.2022.121579,Peoples R China,China Univ Geosci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,6/22/2022,1,212,0.004716981,Ir,Sr,None,None,SrIrO3,50,50,0,0,90,30,1,0,0,0,400,,120,0,0,0,0,0.226,0,0,0,,1,1,269
10.1016/j.apcatb.2022.121579,Peoples R China,China Univ Geosci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,6/22/2022,1,212,0.004716981,Ir,Sr,Ce,None,2CeO2@SrIrO3,49.04673832,49.04673832,1.906523358,0,90,30,1,0,0,0,400,,120,0,0,0,0,0.226,0,0,0,,1,1,241
10.1016/j.apcatb.2022.121579,Peoples R China,China Univ Geosci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,6/22/2022,1,212,0.004716981,Ir,Sr,Ce,None,4CeO2@SrIrO3,48.09165638,48.09165638,3.816687237,0,90,30,1,0,0,0,400,,120,0,0,0,0,0.226,0,0,0,,1,1,238
10.1016/j.apcatb.2022.121579,Peoples R China,China Univ Geosci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,6/22/2022,1,212,0.004716981,Ir,Sr,Ce,None,8CeO2@SrIrO3,46.17601083,46.17601083,7.647978349,0,90,30,1,0,0,0,400,,120,0,0,0,0,0.226,0,0,0,,1,1,248
10.1016/j.jcis.2021.09.171,Peoples R China,Jiangsu Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,11/11/2021,9,435,0.020689655,Pt,Ru,Ir,None,Pt70Ru25Ir5,70,25,5,0,25,60,1,1,0,0,100,,360,0,0,0,1,0.021239868,0,0,0,10,1,1,470
10.1016/j.jcis.2021.09.171,Peoples R China,Jiangsu Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,11/11/2021,9,435,0.020689655,Pt,Ru,Ir,None,Pt70Ru20Ir10,70,20,10,0,25,60,1,1,0,0,100,,360,0,0,0,1,0.021803868,0,0,0,10,1,1,490
10.1016/j.jcis.2021.09.171,Peoples R China,Jiangsu Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,11/11/2021,9,435,0.020689655,Pt,Ru,Ir,None,Pt70Ru15Ir15,70,15,15,0,25,60,1,1,0,0,100,,360,0,0,0,1,0.022367868,0,0,0,10,1,1,450
10.1016/j.matlet.2021.131209,Switzerland,Univ Bern,MATERIALS LETTERS,3.574,12/20/2021,2,396,0.005050505,Ir,None,None,None,10 wt%,100,0,0,0,78,30,1,0,1,0,25,0,0,0,0,0,0,0.01,0.09,0,0,10,0.1,,324
10.1016/j.matlet.2021.131209,Switzerland,Univ Bern,MATERIALS LETTERS,3.574,12/20/2021,2,396,0.005050505,Ir,None,None,None,30 wt%,100,0,0,0,78,30,1,0,1,0,25,0,0,0,0,0,0,0.01,0.023333333,0,0,10,0.1,,357
10.1016/j.matlet.2021.131209,Switzerland,Univ Bern,MATERIALS LETTERS,3.574,12/20/2021,2,396,0.005050505,Ir,None,None,None,50 wt%,100,0,0,0,78,30,1,0,1,0,25,0,0,0,0,0,0,0.01,0.004285714,0,0,10,0.1,,360
10.1016/j.matlet.2021.131209,Switzerland,Univ Bern,MATERIALS LETTERS,3.574,12/20/2021,2,396,0.005050505,Ir,None,None,None,70 wt%,100,0,0,0,78,30,1,0,1,0,25,0,0,0,0,0,0,0.01,0.001111111,0,0,10,0.1,,375
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,Na,Ir,None,None,IH_IrO2_350 ～C_1:3,96.16026711,3.839732888,0,0,25,30,1,0,0,0,350,,120,0,0,0,0,0.45,0,0,0,2,1,,242
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,Na,Ir,None,None,IH_IrO2_350 ～C_1:10,98.81626351,1.18373649,0,0,25,30,1,0,0,0,350,,120,0,0,0,0,0.45,0,0,0,2,1,,221
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,Na,Ir,None,None,IH_IrO2_350 ～C_1:28,99.57399518,0.426004816,0,0,25,30,1,0,0,0,350,,120,0,0,0,0,0.45,0,0,0,2,1,,240
10.3390/catal9040318,South Africa,Univ Western Cape,CATALYSTS,4.501,5/27/2019,22,1334,0.016491754,Na,Ir,None,None,IH_IrO2_400 ～C_1:10,98.81626351,1.18373649,0,0,25,30,1,0,0,0,400,,120,0,0,0,0,0.45,0,0,0,2,1,,278
10.1016/j.apcatb.2016.07.048,France,Univ Poitiers,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,12/28/2018,46,1484,0.030997305,Ru,None,None,None,Ru1Ir0O2/C,100,0,0,0,180,20,1,0,1,0,25,0,0,0,0,0,1,0.2,0.8,0,1,5,1,0,243
10.1016/j.apcatb.2016.07.048,France,Univ Poitiers,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,12/28/2018,46,1484,0.030997305,Ru,Ir,None,None,Ru0.75Ir0.25O2/C,75,25,0,0,180,20,1,0,1,0,25,0,0,0,0,0,1,0.2,0.8,0,1,5,1,0,267
10.1016/j.apcatb.2016.07.048,France,Univ Poitiers,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,12/28/2018,46,1484,0.030997305,Ru,Ir,None,None,Ru0.5Ir0.5O2/C,50,50,0,0,180,20,1,0,1,0,25,0,0,0,0,0,1,0.2,0.8,0,1,5,1,0,327
10.1016/j.apcatb.2016.07.048,France,Univ Poitiers,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,12/28/2018,46,1484,0.030997305,Ir,Ru,None,None,Ru0.25Ir0.75O2/C,75,25,0,0,180,20,1,0,1,0,25,0,0,0,0,0,1,0.2,0.8,0,1,5,1,0,258
10.1016/j.apcatb.2016.07.048,France,Univ Poitiers,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,12/28/2018,46,1484,0.030997305,Ir,None,None,None,Ru0Ir1O2/C,100,0,0,0,180,20,1,0,1,0,25,0,0,0,0,0,1,0.2,0.8,0,1,5,1,0,297
10.1016/j.apcatb.2021.120230,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/27/2021,27,450,0.06,Cu,Ru,None,None,HP-RuO 2-200,88.68932921,11.31067079,0,0,25,60,1,0,0,0,200,3,120,0,0,0,1,0.0136,0.3864,0,0,5,1,0,388
10.1016/j.apcatb.2021.120230,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/27/2021,27,450,0.06,Cu,Ru,None,None,HP-RuO 2-300,88.68932921,11.31067079,0,0,25,60,1,0,0,0,300,3,120,0,0,0,1,0.0136,0.3864,0,0,5,1,0,208
10.1016/j.apcatb.2021.120230,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/27/2021,27,450,0.06,Cu,Ru,None,None,HP-RuO 2-400,88.68932921,11.31067079,0,0,25,60,1,0,0,0,400,3,120,0,0,0,1,0.0136,0.3864,0,0,5,1,0,219
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,Co,None,None,None,40-Co3O4@c/GPO,100,0,0,0,140,1440,0,0,0,0,750,,120,0,1,0,0,8,12,0,0,1,2,,360
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,Co,None,None,None,30-Co3O4@c/GPO,100,0,0,0,140,1440,0,0,0,0,750,,120,0,1,0,0,6,14,0,0,1,2,,384
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,Co,None,None,None,20-Co3O4@c/GPO,100,0,0,0,140,1440,0,0,0,0,750,,120,0,1,0,0,4,16,0,0,1,2,,405
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,Co,None,None,None,10-Co3O4@c/GPO,100,0,0,0,140,1440,0,0,0,0,750,,120,0,1,0,0,2,18,0,0,1,2,,446
10.1021/acsaem.0c01775,Singapore,Natl Univ Singapore,ACS APPLIED ENERGY MATERIALS,6.959,10/23/2020,26,819,0.031746032,Mn,Cu,F,None,"Cu1.5Mn1,5O4: 10wt% F",46.08294931,46.08294931,7.834101382,0,25,60,1,0,0,0,500,10,240,0,0,0,0,6.3694267,3.18471335,0,0,5,1,0,545
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Ru,None,None,None,E-RuO2,100,0,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,0,0.353681828,0,0,0,5,1,,293
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Ru,Zn,None,None,E-Zn-RuO2,51.56761816,48.43238184,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,0,0.353681828,0,0,0,5,1,,190
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Ru,Zn,None,None,C-Zn-RuO2,51.56761816,48.43238184,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,1,0.353681828,0,0,0,5,1,,239
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Zn,Ru,None,None,E-Zn-RuO2-30,55.60032232,44.39967768,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,0,0.353681828,0,0,0,5,1,,195
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Zn,Ru,None,None,C-Zn-RuO2-30,55.60032232,44.39967768,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,1,0.353681828,0,0,0,5,1,,220
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Ru,Zn,None,None,E-Zn-RuO2-50,57.0984456,42.9015544,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,0,0.353681828,0,0,0,5,1,,215
10.1039/D2TA03527H,Peoples R China,China Univ Petr East China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,7/24/2022,0,180,0,Ru,Zn,None,None,C-Zn-RuO2-50,57.0984456,42.9015544,0,0,25,1440,1,0,0,0,300,10,240,0,0,0,1,0.353681828,0,0,0,5,1,,227
10.1016/j.ijhydene.2019.10.013,Peoples R China,East China Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,12/24/2019,23,1123,0.020480855,Ir,W,None,None,IW-50,50,50,0,0,25,,1,0,0,0,400,,240,0,0,0,0,0.098277942,0.101722058,0,1,10,0.1,,417
10.20964/2022.08.01,Peoples R China,Wuhan Univ Technol,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.765,8/1/2022,0,172,0,Ru,Ir,None,None,"Ti/Ru0.9Ir0.1O2,",90,10,0,0,130,20,1,0,0,0,500,,20,0,0,0,0,0.327,0,0,1,1,1,,410
10.20964/2022.08.01,Peoples R China,Wuhan Univ Technol,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.765,8/1/2022,0,172,0,Ru,Ir,None,None,"TNS@Ru0.9Ir0.1O2,",90,10,0,0,130,20,1,0,0,0,500,,20,0,0,0,0,0.302,0,0,1,1,1,,410
10.20964/2022.08.01,Peoples R China,Wuhan Univ Technol,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.765,8/1/2022,0,172,0,Ru,Ir,None,None,TNSW@Ru0.9Ir0.1O2,90,10,0,0,130,20,1,0,0,0,500,,20,0,0,0,0,0.323,0,0,1,1,1,,371
10.20964/2022.08.01,Peoples R China,Wuhan Univ Technol,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.765,8/1/2022,0,172,0,Ru,Ir,None,None,TNW@Ru0.9Ir0.1O2,90,10,0,0,130,20,1,0,0,0,500,,20,0,0,0,0,0.32,0,0,1,1,1,,362
10.1016/j.electacta.2017.06.048,Canada,Queens Univ,ELECTROCHIMICA ACTA,7.336,8/20/2017,46,1979,0.023244063,Ta,C,Ir,None,Ir/TaC,90.03516999,9.964830012,0,0,160,150,1,0,1,0,25,0,0,0,0,0,1,0.040764331,0.163057325,1,0,0.167,1,0,310
10.1016/j.electacta.2017.06.048,Canada,Queens Univ,ELECTROCHIMICA ACTA,7.336,8/20/2017,46,1979,0.023244063,Nb,C,Ir,None,Ir/NbC,87.97250859,12.02749141,0,0,160,150,1,0,1,0,25,0,0,0,0,0,1,0.040764331,0.163057325,1,0,0.167,1,0,335
