DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1021/acssuschemeng.7b04266,Peoples R China,East China Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,4/20/2018,80,1736,0.046082949,Mo,Ir,None,None,IM-30,70,30,0,0,180,720,0,0,0,0,450,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.498310554
10.1021/acssuschemeng.7b04266,Peoples R China,East China Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,3/7/2018,80,1780,0.04494382,Mo,Ir,None,None,IM-10,90,10,0,0,180,720,0,0,0,0,450,,360,0,0,0,0,0.2,0,0,1,0.1,10,5.5555,0.760422483
10.1021/acssuschemeng.7b04266,Peoples R China,East China Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,4/20/2018,80,1736,0.046082949,Mo,Ir,None,None,IM-50,50,50,0,0,180,720,0,0,0,0,450,,360,0,0,0,0,0.2,0,0,1,0.1,10,5.5555,0.653212514
10.1021/acsaem.1c03358,Peoples R China,Dalian Univ Technol,ACS APPLIED ENERGY MATERIALS,6.959,1/31/2022,4,354,0.011299435,W,Ir,None,None,IrW/WO 3 -NS-A -3.1,97.02532438,2.974675623,0,0,25,,1,0,0,0,900,,180,0,1,0,0,5.2,0,0,1,1,10,10,0.653212514
10.1021/acsami.8b11970,Peoples R China,Anqing Normal Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,49,1484,0.033018868,Ir,None,None,None,ir/gC 3 N 4 /NG-5.9,100,0,0,0,200,720,0,0,0,0,25,0,0,0,0,0,0,0.006676096,0.106478076,1,0,1,10,2,1.447158031
10.1016/j.checat.2022.01.012,Peoples R China,Hunan Univ,CHEM CATALYSIS,0,3/17/2022,7,314,0.022292994,Cu,Ru,None,None,H-RuO2-2,75.7212496,24.2787504,0,0,25,120,1,0,0,0,25,0,0,0,0,0,1,0.25477707,0,0,0,1,10,20,0.62324929
10.1038/s41929-021-00732-9,Japan,RIKEN,NATURE CATALYSIS,40.706,3/3/2022,38,323,0.117647059,Co,Mn,None,None,Co2MnO4,66.66666667,33.33333333,0,0,25,,1,0,0,0,25,0,0,0,0,0,0,10,0,0,1,0.1,200,55,0.788875116
10.1038/s41929-021-00732-9,Japan,RIKEN,NATURE CATALYSIS,40.706,3/3/2022,38,323,0.117647059,Co,Mn,None,None,Co2MnO4,66.66666667,33.33333333,0,0,25,,1,0,0,0,25,0,0,0,0,0,0,10,0,0,1,0.1,100,327,-0.045757491
10.1016/S1872-2067(21)63952-9,Peoples R China,Soochow Univ,CHINESE JOURNAL OF CATALYSIS,12.92,6/8/2022,5,226,0.022123894,Ru,Pt,None,None,5%-Pt-Ru-ONAs,87.54759065,12.45240935,0,0,210,300,1,0,1,0,250,,90,0,0,0,0,0.08492569,0.16985138,0,0,0.1,10,5.6,1.210853365
10.1016/j.jallcom.2022.163787,Peoples R China,Chongqing Jiaotong Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2/10/2022,5,344,0.014534884,Ru,None,None,None,Ru-RuO2-NC,100,0,0,0,25,,1,0,0,1,700,5,120,0,1,0,0,0.282142857,0.075,0,0,1,10,80,-0.065501549
10.1016/j.jallcom.2022.163787,Peoples R China,Chongqing Jiaotong Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2/10/2022,5,344,0.014534884,Ru,None,None,None,Ru-RuO2-NC,100,0,0,0,25,,1,0,0,1,700,5,120,0,1,0,0,0.282142857,0.075,0,0,1,20,50,0.193124598
10.1039/D1TA07789A,Peoples R China,Zhejiang Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/15/2022,9,370,0.024324324,Ru,Ir,Te,None,RuIrTe NTs,40.18838305,40.18838305,0.196232339,0,190,120,1,0,1,0,25,0,0,0,0,0,0,0.354107649,0,0,0,1,10,24,0.336459734
10.1039/D2TA00459C,Peoples R China,Yanshan Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,5/12/2022,2,253,0.007905138,Pt,Ir,Pd,None,PdPt3Ir1 PNTs/C-400,60,20,0.2,0,200,60,1,0,1,0,400,,120,0,1,0,0,0.010191083,0.040764331,0,0,0.1,10,4,1.273001272
10.1021/acsaem.2c00292,South Korea,Ewha Womans Univ,ACS APPLIED ENERGY MATERIALS,6.959,6/26/2022,0,208,0,Ir,Zn,None,None,IrO2-ZnO_12,65.89518971,34.10481029,0,0,70,75,1,0,0,0,600,,720,0,0,0,0,0.849858357,0,0,0,1,10,2.777777778,0.604226053
10.1021/acsaem.2c00292,South Korea,Ewha Womans Univ,ACS APPLIED ENERGY MATERIALS,6.959,6/26/2022,0,208,0,Ir,None,None,None,IrO2_12,100,0,0,0,70,75,1,0,0,0,600,,720,0,0,0,0,0.849858357,0,0,0,1,10,2.777777778,1.198657087
10.1002/cctc.202001428,Netherlands,Eindhoven Univ Technol,CHEMCATCHEM,5.501,11/27/2020,12,784,0.015306122,Co,None,None,None,1L/FTO,100,0,0,0,25,4,1,0,0,0,300,,70,0,0,0,0,0.040677966,0,0,1,0.1,1,16,0.340444115
10.1002/cctc.202001428,Netherlands,Eindhoven Univ Technol,CHEMCATCHEM,5.501,11/27/2020,12,784,0.015306122,Co,None,None,None,3L/FTO,100,0,0,0,25,4,1,0,0,0,300,,70,0,0,0,0,0.174135684,0,0,1,0.1,10,16,0.846955325
10.1002/cctc.202001428,Netherlands,Eindhoven Univ Technol,CHEMCATCHEM,5.501,11/27/2020,12,784,0.015306122,Co,Li,None,None,Li 5 at% 3L/FTO,95,5,0,0,25,4,1,0,0,0,300,,70,0,0,0,0,0.174135684,0,0,1,0.1,10,16,1.096214585
10.1002/cctc.202001428,Netherlands,Eindhoven Univ Technol,CHEMCATCHEM,5.501,11/27/2020,12,784,0.015306122,Co,Li,None,None,Li 7.5 at% 3L/FTO,92.5,7.5,0,0,25,4,1,0,0,0,300,,70,0,0,0,0,0.174135684,0,0,1,0.1,10,14.3,1.063708559
10.1002/smll.201804577,Australia,Univ New South Wales,SMALL,15.153,7/9/2019,35,1291,0.027110767,Ru,None,None,None,Ru-faceted,100,0,0,0,145,2880,1,0,1,0,25,0,0,0,0,0,0,0.127388535,0,0,0,0.1,50,4,1.375663614
10.1149/1945-7111/ab9b0c,Peoples R China,Shanghai Univ,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.371,11/17/2020,12,794,0.01511335,Zn,Ir,None,None,Ir-C/1,98.20770931,1.792290695,0,0,25,300,1,0,0,0,950,1,120,0,1,0,0,0.010265494,0.188678185,0,0,1,10,5.56,0.653212514
10.1002/admi.202001145,Peoples R China,Wuhan Univ Technol,ADVANCED MATERIALS INTERFACES,6.389,11/30/2020,9,781,0.011523688,Ir,Ni,None,None,Ir3Ni2/BMNC,60,40,0,0,160,300,1,0,1,0,200,5,120,0,1,0,0,0.032648,0.391352,0,0,0.1,10,11,0.666517981
10.31635/ccschem.020.202000325,Saudi Arabia,King Abdullah Univ Sci & Technol KAUST,CCS CHEMISTRY,0,9/1/2022,17,141,0.120567376,W,None,None,None,WO3-VO,100,0,0,0,180,960,0,0,0,0,300,,180,0,0,0,1,6,0,0,1,1,10,10,1.525044807
10.1002/advs.202104636,Peoples R China,Zhejiang Univ,ADVANCED SCIENCE,17.521,2/26/2022,11,328,0.033536585,V,Ir,None,None,IrO 2 /V 2 O 5,86.48558887,13.51441113,0,0,25,720,1,0,0,0,400,5,240,0,0,0,0,0.592216582,0,0,0,1,10,20,0.544068044
10.1002/cssc.201601817,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,49,2082,0.023535062,Sn,Ir,Sb,None,MW-Ir/ATO,66.5,30,0.035,0,250,60,1,0,0,0,25,0,0,0,1,0,0,0.02,0.056458333,1,0,1,10,2,1.176091259
10.1002/cssc.201601817,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,49,2082,0.023535062,Sn,Ir,Sb,None,MW-Ir/ATO,66.5,30,0.035,0,250,60,1,0,0,0,25,0,0,0,1,0,0,0.05,0.141145833,1,0,1,10,2,1
10.1002/cssc.201601817,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,49,2082,0.023535062,Sn,Ir,Sb,None,MW-Ir/ATO,66.5,30,0.035,0,250,60,1,0,0,0,25,0,0,0,1,0,0,0.1,0.282291667,1,0,1,10,2,0.698970004
10.1002/cssc.201601817,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,49,2082,0.023535062,Sn,Ir,Sb,None,MW-Ir/ATO,66.5,30,0.035,0,250,60,1,0,0,0,25,0,0,0,1,0,0,0.05,0.141145833,1,0,1,10,24,0.222716471
10.1002/cssc.201601817,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,49,2082,0.023535062,Sn,Ir,Sb,None,MW-Ir/ATO,66.5,30,0.035,0,250,60,1,0,0,0,25,0,0,0,1,0,0,0.1,0.282291667,1,0,1,10,24,0.096910013
10.1016/j.ijhydene.2020.04.101,Peoples R China,East China Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/22/2020,17,912,0.018640351,Ru,None,None,None,h-RuO2,100,0,0,0,180,720,0,0,1,0,450,,360,0,0,0,0,0.2,0,0,0,0.1,10,5.56,2.005352136
10.1016/j.ijhydene.2020.04.101,Peoples R China,East China Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/22/2020,17,912,0.018640351,Ru,Mo,None,None,RM-50,50,50,0,0,180,720,0,0,1,0,450,,360,0,0,0,0,0.2,0,0,0,0.1,10,5.56,0.967079734
10.1007/s40843-019-1176-6,Peoples R China,Tianjin Univ,SCIENCE CHINA-MATERIALS,8.64,3/12/2020,46,1044,0.044061303,Ir,Ni,Cu,None,IrNiCu,46.27532545,36.15071001,0.175739645,0,260,40,1,0,1,0,25,0,0,0,0,0,0,0.016499508,0,0,0,1,10,20,-0.15490196
10.1007/s40843-019-1176-6,Peoples R China,Tianjin Univ,SCIENCE CHINA-MATERIALS,8.64,3/12/2020,46,1044,0.044061303,Ir,Ni,None,None,IrNi,56.14163679,43.85836321,0,0,260,40,1,0,1,0,25,0,0,0,0,0,0,0.013400673,0,0,0,1,10,20,0.397940009
10.1007/s40843-019-1176-6,Peoples R China,Tianjin Univ,SCIENCE CHINA-MATERIALS,8.64,3/12/2020,46,1044,0.044061303,Ir,Cu,None,None,IrCu,72.47586537,27.52413463,0,0,260,40,1,0,1,0,25,0,0,0,0,0,0,0.014603175,0,0,0,1,10,20,0.421603927
10.1021/acsenergylett.8b00368,South Korea,Pusan Natl Univ,ACS ENERGY LETTERS,23.991,12/28/2018,37,1484,0.024932615,Ir,Os,None,None,A-IrOx-B 1:1,50,50,0,0,25,15,1,1,0,1,200,,120,0,1,0,0,0.163057325,0,0,0,0.1,1,0.5,1.2955671
10.1021/acsenergylett.8b00368,South Korea,Pusan Natl Univ,ACS ENERGY LETTERS,23.991,12/28/2018,37,1484,0.024932615,Ir,None,None,None,Ir,100,0,0,0,25,15,1,1,0,1,200,,120,0,1,0,0,0.163057325,0,0,0,0.1,1,0.5,1.572523098
10.1021/acsenergylett.8b00368,South Korea,Pusan Natl Univ,ACS ENERGY LETTERS,23.991,12/28/2018,37,1484,0.024932615,Ir,Ru,None,None,s-IrRuOx-B,50,50,0,0,25,15,1,1,0,1,200,,120,0,1,0,0,0.124416136,0,0,0,0.1,1,0.5,1.659535907
10.1016/j.jallcom.2022.164813,South Korea,Ewha Womans Univ,journal of alloys and compounds,6.371,6/24/2022,0,210,0,Cu,Ir,None,None,Ir0.48Cu0.52Oy,52,48,0,0,25,,1,0,0,0,400,,480,0,0,0,0,0.857142857,0,0,0,1,10,5.56,0.334453751
10.1016/j.jelechem.2017.10.062,USA,Brookhaven Natl Lab,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,12/28/2018,89,1484,0.059973046,Ir,Ru,None,None,RuO 2 @IrO 2,54,46,0,0,80,60,1,0,1,0,400,,60,0,0,0,0,1,0,0,1,1,200,60,-0.455931956
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,Ir,Lu,None,None,LuIr-AR,50.0116731,49.9883269,0,0,180,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.542825427
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,Ir,Ho,None,None,HoIr-AR,50.0116731,49.9883269,0,0,180,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.527629901
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,Ir,Eu,None,None,EuIr-AR,50.0116731,49.9883269,0,0,180,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.338456494
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,Ir,Sm,None,None,SmIr-AR,50.0116731,49.9883269,0,0,180,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.29666519
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,Ir,Nd,None,None,NdIr-AR,50.0116731,49.9883269,0,0,180,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.451786436
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,Ir,Pr,None,None,PrIr-AR,50.0116731,49.9883269,0,0,180,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.632457292
10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,28,863,0.032444959,Ir,La,None,None,LaIr-AR,50.0116731,49.9883269,0,0,180,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.507855872
10.1016/j.jpowsour.2021.229689,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,5/5/2021,7,625,0.0112,Na,Ir,None,None,Ir/IrOx-[4],93.57299892,6.427001083,0,0,120,300,1,0,1,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,6,1.008600172
10.1016/j.jpowsour.2021.229689,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,5/5/2021,7,625,0.0112,Na,Ir,None,None,Ir/IrOx-[2],87.92223587,12.07776413,0,0,120,300,1,0,1,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,6,0.565847819
10.1016/j.jpowsour.2021.229689,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,5/5/2021,7,625,0.0112,Na,Ir,None,None,Ir/IrOx-[1],78.44752842,21.55247158,0,0,120,300,1,0,1,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,6,0.549003262
10.1016/j.jpowsour.2021.229689,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,5/5/2021,7,625,0.0112,Na,Ir,None,None,Ir/IrOx-[0.5],64.53799531,35.46200469,0,0,120,300,1,0,1,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,6,0.655138435
10.1016/j.jpowsour.2021.229689,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,5/5/2021,7,625,0.0112,Ir,Na,None,None,Ir/IrOx-[0.25],52.35712371,47.64287629,0,0,120,300,1,0,1,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,6,0.376576957
10.1016/j.jpowsour.2021.229689,South Korea,Gwangju Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,5/5/2021,7,625,0.0112,Ir,None,None,None,Ir/IrOx,100,0,0,0,120,300,1,0,1,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,6,1.471731651
10.1039/D0EE04028B,Peoples R China,Soochow Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,5/13/2021,27,617,0.04376013,Ru,Ni,None,None,Ni-clusters Ru NWs,51.43192542,48.56807458,0,0,200,1440,0,0,1,0,250,,60,0,0,0,1,0.25,1.25,0,0,1,5,10,1.041392685
10.1039/D0NR04622A,South Korea,Korea Univ,NANOSCALE,8.307,9/3/2020,7,869,0.008055236,Ir,Co,S,None,ICS NC,35.31694696,32.34152652,32.34152652,0,250,60,1,0,1,0,25,0,0,0,1,0,1,0.168539326,0,0,1,0.1,10,100,-0.070581074
10.1021/acsaem.8b01349,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,2/27/2019,12,1423,0.008432888,Co,Ir,None,None,IC7,93,7,0,0,120,360,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,13.88888889,0.475671188
10.1021/acsaem.8b01349,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,2/27/2019,12,1423,0.008432888,Co,Ir,None,None,IC10,90,10,0,0,120,360,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,13.88888889,0.667452953
10.1021/acsaem.8b01349,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,2/27/2019,12,1423,0.008432888,Co,Ir,None,None,IC20,80,20,0,0,120,360,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,13.88888889,0.653212514
10.1021/acsaem.8b01349,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,2/27/2019,12,1423,0.008432888,Co,Ir,None,None,IC30,70,30,0,0,120,360,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,13.88888889,0.725911632
10.1016/j.ica.2022.121008,South Korea,Yeungnam Univ,INORGANICA CHIMICA ACTA,3.118,6/8/2022,1,226,0.004424779,Co,Zn,None,None,8 18 74,80.65449092,19.34550908,0,0,180,240,0,0,0,0,700,10,180,0,0,0,0,0.0092,0.0008,0,0,1,10,50,-0.698970004
10.1021/acsami.2c01617,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,7/13/2022,0,191,0,Lu,Ir,None,None,Lu1.25IrOx,55.55555556,44.44444444,0,0,180,720,0,0,0,0,300,,360,0,0,0,0,0.2,0,0,1,0.1,10,11,0.450249108
10.1021/acsami.1c06599,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,7/21/2021,7,548,0.012773723,Pr,Ir,None,None,Pr2Ir2O7,54.54545455,45.45454545,0,0,200,720,0,0,0,0,600,5,720,0,0,0,0,0.2,0,0,1,0.1,10,1.72222,1.830331993
10.1021/acsami.1c06599,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,7/21/2021,7,548,0.012773723,Eu,Ir,None,None,Eu2Ir2O7,54.54545455,45.45454545,0,0,200,720,0,0,0,0,600,5,720,0,0,0,0,0.2,0,0,1,0.1,10,5.55555555,1.210586025
10.1021/acsami.1c06599,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,7/21/2021,7,548,0.012773723,Lu,Ir,None,None,Lu2Ir2O7,54.54545455,45.45454545,0,0,200,720,0,0,0,0,600,5,720,0,0,0,0,0.2,0,0,1,0.1,10,5.55555555,1.12904506
10.1039/d1dt00839k,Peoples R China,Zhejiang Sci Tech Univ,DALTON TRANSACTIONS,4.569,5/14/2021,5,616,0.008116883,P,Co,Ir,None,Ir3-CoP/CC,73.0994152,25.73099416,1.169590644,0,120,360,0,0,0,0,350,5,120,0,1,0,0,1.3,0,0,1,1,10,20,0.230448921
10.1021/acsaem.0c00208,Japan,Univ Kitakyushu,ACS APPLIED ENERGY MATERIALS,6.959,6/17/2020,12,947,0.012671595,Ir,Ta,None,None,IrO2-Ta2O5/Ti Felt-350,75,25,0,0,80,0,1,0,0,0,350,,60,0,0,0,0,0.7,0,0,1,0.2,20,24,0.445604203
10.1002/aenm.201801912,Peoples R China,Zhejiang Univ,ADVANCED ENERGY MATERIALS,29.698,12/28/2018,176,1484,0.118598383,Fe,None,None,None,FeNx/NF/EG,100,0,0,0,25,1200,0,0,0,0,900,,120,0,1,0,1,0.120330427,5.579669573,0,1,1,20,24,-0.420216403
10.1039/D1TA00325A,Italy,Ist Italiano Tecnol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,5/1/2021,4,629,0.0063593,Ru,Co,None,None,Co 3 O 4 /Co 1− x Ru x O 2 MSs,53.48314607,46.51685393,0,0,25,5,1,0,0,0,350,2,60,0,0,0,0,0.1,0,0,1,1,10,24,0.017033339
10.1016/j.cej.2021.133577,Peoples R China,Shandong Univ,CHEMICAL ENGINEERING JOURNAL,16.744,5/15/2022,2,250,0.008,Co,Ir,None,None,IrCo NRAs,99,1,0,0,25,,1,0,0,0,420,5,240,0,0,1,0,5.934,0,0,1,1,10,15,0.758154622
10.1002/cnma.202000124,USA,Univ Illinois,CHEMNANOMAT,3.82,4/28/2020,2,997,0.002006018,Ru,Y,None,None,PEFP-550,50,50,0,0,70,60,1,0,0,0,550,50,360,0,0,0,0,0.75,0.75,0,1,0.1,10,20,-2.15
10.1016/j.micromeso.2020.110567,South Korea,Gwangju Inst Sci & Technol,MICROPOROUS AND MESOPOROUS MATERIALS,5.876,10/27/2020,7,815,0.008588957,Si,Ru,None,None,Macro-RuO2,96.63865546,3.361344538,0,0,25,90,1,0,0,0,310,,120,0,0,0,1,0.1,0,0,0,0.1,10,2,0.943988875
10.1016/j.micromeso.2020.110567,South Korea,Gwangju Inst Sci & Technol,MICROPOROUS AND MESOPOROUS MATERIALS,5.876,10/27/2020,7,815,0.008588957,Si,Ru,None,None,Meso-RuO2,92,8,0,0,25,90,1,0,0,0,310,,120,0,0,0,1,0.1,0,0,0,0.1,10,2,0.84260924
10.1002/advs.202201654,Peoples R China,Chinese Acad Sci,ADVANCED SCIENCE,17.521,6/26/2022,2,208,0.009615385,Sn,Ru,Co,Sb,s -RuO 2 /ATO,39.1944994,38.11394831,20.6286839,2.06286839,25,1440,1,0,0,0,350,,120,0,0,0,1,0.979381443,0.729183423,1,0,0.1,10,11.66666667,0.706717782
10.1002/advs.202201654,Peoples R China,Chinese Acad Sci,ADVANCED SCIENCE,17.521,6/26/2022,2,208,0.009615385,Sn,Ru,Co,Sb,n-RuO 2 /ATO,39.1944994,38.11394831,20.6286839,2.06286839,25,1440,1,0,0,0,350,,120,0,0,0,0,1.104651163,0.854453143,1,0,0.1,10,11.66666667,0.892651034
10.1002/advs.202201654,Peoples R China,Chinese Acad Sci,ADVANCED SCIENCE,17.521,6/26/2022,2,208,0.009615385,Ru,Co,None,None,s -RuO 2,62.08791209,37.91208791,0,0,25,1440,1,0,0,0,350,,120,0,0,0,1,0.296875,0,0,0,0.1,10,11.66666667,0.670245853
10.1002/advs.202201654,Peoples R China,Chinese Acad Sci,ADVANCED SCIENCE,17.521,6/26/2022,2,208,0.009615385,Ru,Co,None,None,n-RuO 2,62.08791209,37.91208791,0,0,25,1440,1,0,0,0,350,,120,0,0,0,0,0.30110935,0,0,0,0.1,10,11.66666667,0.854306042
10.1038/s41467-022-31874-4,Peoples R China,Hohai Univ,NATURE COMMUNICATIONS,17.694,7/25/2022,5,179,0.027932961,Ru,Bi,None,None,BRO,57.14285714,42.85714286,0,0,85,480,1,0,0,0,1000,5,480,0,0,0,0,0.83,0,0,1,0.1,10,21.35506,0.831869774
10.1038/s41467-022-31874-4,Peoples R China,Hohai Univ,NATURE COMMUNICATIONS,17.694,7/25/2022,5,179,0.027932961,Ru,Er,None,None,ERO,80,20,0,0,85,480,1,0,0,0,1000,5,480,0,0,0,0,0.83,0,0,1,0.1,10,28.09085,0.636487896
10.1038/s41467-022-31874-4,Peoples R China,Hohai Univ,NATURE COMMUNICATIONS,17.694,7/25/2022,5,179,0.027932961,Ru,Bi,Er,None,B1.5Er0.5O,50,37.5,12.5,0,85,480,1,0,0,0,1000,5,480,0,0,0,0,0.83,0,0,1,0.1,10,100.15706,-0.958607315
10.1038/s41467-022-31874-4,Peoples R China,Hohai Univ,NATURE COMMUNICATIONS,17.694,7/25/2022,5,179,0.027932961,Ru,Pb,Er,None,Pb1.5Er0.5Ru2O,50,37.5,12.5,0,85,480,1,0,0,0,1000,5,480,0,0,0,0,0.83,0,0,1,0.1,10,80.08686,-2.04
10.1038/s41467-022-31874-4,Peoples R China,Hohai Univ,NATURE COMMUNICATIONS,17.694,7/25/2022,5,179,0.027932961,Ru,Pb,None,None,Pb2Ru2O,50,50,0,0,85,480,1,0,0,0,1000,5,480,0,0,0,0,0.83,0,0,1,0.1,10,20.27005,0.403120521
10.1007/s42114-022-00521-3,Peoples R China,Nanjing Univ Sci Technol,ADVANCED COMPOSITES AND HYBRID MATERIALS,11.806,7/13/2022,0,191,0,Ru,Na,None,None,NRO NSs,54.05405405,45.94594595,0,0,25,,1,0,0,1,900,5,1440,0,0,0,1,0.5,0,0,1,1,10,20,-1.045757491
10.1007/s11431-021-2053-1,Peoples R China,Chinese Acad Sci,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,3.903,7/6/2022,0,198,0,Ru,Ti,None,None,RuO2/r-TiO2,50,50,0,0,25,,1,1,0,0,400,,60,0,0,0,0,0.237,0,0,0,1,10,6,1.14082218
10.1002/smll.202202513,Peoples R China,Beijing Univ Chem Technol,SMALL,15.153,7/10/2022,3,194,0.015463918,Y,Ru,Ir,None,Y 2 Ru 1.2 Ir 0.8 O 7,50,30,20,0,80,480,0,0,0,0,1000,5,360,0,0,0,0,5,0,0,1,0.1,10,2000,-1.698970004
10.21203/rs.3.rs-1531422/v1,Peoples R China,Central South Univ,Reseach Sqaure Preprint,0,5/12/2022,0,253,0,K,Mn,Ir,None,sl-Mn0.98Ir0.02O2,50.4950495,48.51485149,0.99009901,0,120,720,0,0,0,0,400,1,240,0,0,0,0,0.5,0,0,1,1,10,48,-0.48148606
