temperature_K,salt_conc,salt,PC,DEC,EC,EMC,EA,DME,Sulfolane,TFP,DMC,2-MeTHF,conductivity_S_cm
283.15,1.0,LiPF6,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.98
303.15,1.5,LiPF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.15
252.0023107,1.0,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197948276
322.35,1.05302079,LiBF4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.091670155
302.55,0.862529274,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.528571429
322.35,1.2541,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35
272.95,2.060085837,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81847307
302.55,0.318559719,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.257142857
303.15,0.476335146,LiPF6,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,11.16981132
322.35,0.849762702,LiBF4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3319933
282.85,0.222222222,LiBOB,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.285714286
332.15,0.553623188,LiBOB,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71715755
313.3159269,0.5,LiBOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.255755239
292.9069031,1.0,LiFSI,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,6.964404506
292.65,0.314100978,LiBF4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.991523326
313.15,1.611214953,LiPF6,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10.45333333
293.15,1.0,LiAsF6,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,14.4
263.15,0.486325731,LiPF6,0.27,0.0,0.27,0.36,0.0,0.0,0.0,0.1,0.0,0.0,3.142369135
353.15,1.0,LiAsF6,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,13.04
312.45,2.13,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.556
263.3547441,0.5, LiBPFPB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679016368
292.65,0.7501,LiPF6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.394
312.45,0.623529412,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.064516129
323.15,1.508239326,LiPF6,0.24,0.0,0.24,0.32,0.0,0.0,0.0,0.2,0.0,0.0,8.808510638
322.35,0.370614035,LiBF4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.413577959
253.35,1.206487956,LiBF4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667
322.35,0.420289855,LiBOB,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.028985507
272.95,1.666846335,LiBF4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.101724814
263.15,2.995,LiPF6,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.668
253.35,2.13,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558
332.15,0.485714286,LiBOB,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.977443609
312.45,1.050547655,LiPF6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.712567955
332.15,0.088888889,LiBOB,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.326530612
353.15,1.0,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.54
253.35,1.879310345,LiBF4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423529412
303.670623,1.6, LiBPFPB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116756429
243.65,0.987346863,LiBF4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427236728
292.65,0.213333333,LiBOB,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,4.436363636
313.15,1.0,LiN(CF3SO2)2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47
322.35,0.271428571,LiBOB,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.402255639
263.15,0.39,LiBOB,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.817575758
243.65,0.3773,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
263.15,1.0,LiAsF6,0.375,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.34
272.95,0.895652174,LiBOB,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.834452394
292.65,0.3958,LiPF6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.855
322.35,0.805825243,LiBF4,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.275870234
302.55,0.997297297,LiBOB,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647058824
286.4614909,1.0,LiTFSI,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.596040829
312.45,1.211930364,LiBF4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.985185185
303.030303,0.5,LiCF3SO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.332799594
233.15,1.0,LiN(CF3SO2)2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.39
298.15,1.582803292,LiBPFPB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068414206
308.1151457,0.2, LiBPFPB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.545758033
194.15,0.4496,LiPF6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347
243.65,0.55787037,LiBF4,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.855306083
223.85,0.7501,LiPF6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4797
253.35,0.55,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078
233.75,0.872696982,LiBF4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383477068
253.35,1.9321,LiPF6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5906
312.45,0.819884296,LiPF6,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.804986691
233.15,0.388235294,LiPF6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506521739
263.15,0.375130217,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335648309
293.15,1.2,LiPF6,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.7,0.0,10.92359625
312.45,1.884120172,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.898023333
263.15,1.0,LiAsF6,0.15,0.0,0.15,0.0,0.0,0.35,0.0,0.0,0.0,0.35,8.24
253.35,0.108139908,LiBOB,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.794737405
371.4447432,1.3,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23420884
272.95,1.6929,LiPF6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045
243.15,1.0,LiN(CF3SO2)2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.3
292.65,1.865449628,LiPF6,0.55,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.191176471
292.65,0.701212721,LiBF4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.316359361
303.0091549,1.0,LiBF4,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.084415584
253.15,0.883547258,LiPF6,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.546511628
263.15,0.763386346,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.905132301
332.15,1.302272727,LiPF6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.30646307
243.65,0.688461538,LiPF6,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811123409
332.15,0.5547,LiPF6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12
312.45,1.935185185,LiBF4,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.088658607
253.35,2.06223176,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304449012
312.45,0.419672131,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.603044496
243.65,1.924091951,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270088201
233.15,1.223529412,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223529412
293.15,0.460674157,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.806796383
278.3167803,0.6,LiBOB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.95661388
263.15,0.605104133,LiBF4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.270961476
292.65,1.676229508,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985714286
313.15,1.0,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,8.17
282.85,0.7537,LiPF6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.944
247.6843498,1.0,LiBOB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.469291042
222.657102,1.3,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000735642
302.55,0.718529537,LiBOB,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,9.814279643
292.65,0.25625,LiBOB,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.254237288
233.75,0.785408662,LiBF4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404179765
272.95,0.826461581,LiBF4,0.55,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.346254057
263.15,0.755485893,LiPF6,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.035087719
302.55,0.2585,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.908
292.65,1.021067031,LiBOB,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,5.534883721
279.9103,1.0,LiPF6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,8.501391896
282.85,0.241334895,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
322.35,0.370685949,LiBOB,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,8.511627907
263.15,1.257940051,LiPF6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.314540816
293.15,0.921348315,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51603179
313.15,0.889903111,LiPF6,0.21,0.0,0.21,0.28,0.0,0.0,0.0,0.3,0.0,0.0,7.90209077
292.65,0.476666667,LiBOB,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.233333333
283.6042324,0.5, LiBPFPB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471046003
273.15,0.686706349,LiPF6,0.285,0.0,0.285,0.38,0.0,0.0,0.0,0.05,0.0,0.0,4.702067669
233.75,0.380516582,LiPF6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94872449
303.15,1.576196033,LiPF6,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.581395349
263.2106403,1.0,LiPF6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.457005877
322.35,0.256603774,LiBOB,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049672699
263.15,0.727868852,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726580796
322.35,1.207025761,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.471428571
293.15,0.255813953,LiBF4,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.525
302.55,1.96728972,LiBF4,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.106082106
243.65,0.93835212,LiBOB,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153439153
323.15,1.993,LiPF6,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,9.44
243.65,0.935294118,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096774194
302.55,0.306566859,LiBOB,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,7.125552909
194.15,1.1019,LiPF6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008224
292.65,0.619158879,LiBF4,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.586632089
243.15,1.0,LiAsF6,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
273.15,0.663972463,LiPF6,0.21,0.0,0.21,0.28,0.0,0.0,0.0,0.3,0.0,0.0,3.029831719
282.85,0.078125,LiBOB,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.220338983
312.9074316,0.5,LiBMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.097182825
345.5390842,1.0, LiBPFPB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.904450286
322.35,0.153333333,LiBOB,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.138181818
273.15,0.5,LiAsF6,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.6
273.323601,1.0,LiPF6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.429349189
332.15,1.0609,LiPF6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95
333.15,1.5,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.55
243.15,0.621596244,LiPF6,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.798095238
332.15,0.073333333,LiBOB,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.741818182
292.65,0.441351031,LiBF4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27916262
332.15,1.9117,LiPF6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.858
302.55,0.879310345,LiBF4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.211764706
332.15,1.49518627,LiBF4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.046602484
263.15,0.457366071,LiPF6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.983163265
253.35,0.485714286,LiBOB,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.187969925
233.75,0.877952756,LiBF4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273972603
322.35,0.571351351,LiBOB,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.864705882
323.15,1.110280374,LiPF6,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,12.89142857
322.35,2.149,LiPF6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.762
258.4924658,1.0,LiPDI,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.307946131
332.15,0.6659,LiPF6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96
302.55,0.343556768,LiBOB,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.044696426
286.3782509,0.6, LiBPFPB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.613186427
263.15,0.368271254,LiBF4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48651157
298.0,1.0,LiTFSI,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,9.741935484
302.55,1.106818182,LiPF6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.847230114
243.65,1.974299065,LiBF4,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009394725
332.15,1.933567426,LiPF6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05511811
233.75,0.395099593,LiBF4,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424400181
312.45,0.136379091,LiBOB,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.382065448
332.15,0.329281768,LiBOB,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,9.975350616
292.65,0.935294118,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.580645161
273.15,0.488,LiPF6,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,4.697
293.15,1.0,LiAsF6,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32
325.474706,1.3,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.411695265
272.8335832,0.4, LiBPFPB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.308625499
312.45,0.371449406,LiPF6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64837836
233.15,1.399061033,LiPF6,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.700952381
322.35,0.815384615,LiPF6,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.79319314
253.35,0.470588235,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580645161
243.65,0.557872222,LiPF6,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870378743
282.85,0.52375,LiBOB,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.010169492
333.1928691,1.2,LiBOB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.96961508
233.75,1.866504854,LiBF4,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204179493
253.35,0.5658,LiPF6,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94
333.15,3.0,LiAsF6,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.46
273.15,1.0,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
282.85,0.21,LiBOB,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475757576
272.95,0.361518069,LiBF4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.988279615
293.15,3.0,LiAsF6,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.97
353.15,1.0,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.15,0.5,0.0,0.0,0.0,12.34
282.85,0.7671,LiPF6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.398
233.75,0.10625,LiBOB,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271186441
272.95,0.796455939,LiPF6,0.55,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.205882353
243.15,1.0,LiAsF6,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.32
333.15,1.493097559,LiPF6,0.27,0.0,0.27,0.36,0.0,0.0,0.0,0.1,0.0,0.0,13.2708731
233.75,0.304347826,LiBOB,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079943899
237.9380002,1.0,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073564225
243.65,0.470788283,LiBOB,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351851852
272.95,0.280701754,LiBF4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.893161601
263.15,0.362173354,LiPF6,0.24,0.0,0.24,0.32,0.0,0.0,0.0,0.2,0.0,0.0,2.446808511
272.95,0.6653,LiPF6,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.936
233.75,0.6524,LiPF6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4233
263.15,0.572981197,LiBOB,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985359552
318.6548596,1.0, LiBPFPB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32881646
292.65,0.841602535,LiBF4,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.671706655
332.15,1.667581341,LiBF4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.388377107
263.15,1.561873531,LiBF4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655921297
303.15,0.632031172,LiPF6,0.3,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,9.797182536
263.15,0.503,LiPF6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.959
233.75,0.675438596,LiBF4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357218347
213.95,2.1166,LiPF6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003807
292.65,0.64254386,LiBF4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.390474426
272.95,1.044117647,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903225806
263.15,1.0,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.15,0.5,0.0,0.0,0.0,1.17
332.15,0.764486889,LiBF4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.250458617
213.95,0.6385,LiPF6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07876
253.35,0.681756002,LiBF4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949413735
272.95,0.580083112,LiPF6,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.895485904
223.85,0.6385,LiPF6,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2392
313.15,1.0,LiClO4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.62692301
293.15,1.102904905,LiBF4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.317073171
253.35,1.6827,LiPF6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157
272.95,0.392329844,LiBF4,0.55,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.460026512
302.55,0.866486486,LiBOB,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.041176471
263.172549,0.1,LiPF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042418173
273.15,1.0,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63
263.15,0.6659,LiPF6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.039
292.65,0.5389,LiPF6,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86
233.75,1.354368932,LiBF4,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277054227
282.85,0.515639609,LiBOB,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.427114322
333.15,1.574329055,LiPF6,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,15.10465116
292.65,0.599813799,LiBF4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.959035672
292.65,1.2734346,LiBF4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531122386
313.15,1.042763158,LiPF6,0.285,0.0,0.285,0.38,0.0,0.0,0.0,0.05,0.0,0.0,11.36038012
282.85,0.036397351,LiBOB,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670728477
292.65,1.229667122,LiPF6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.727189952
212.2342837,0.5,LiClO4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.220060166
313.15,0.5,LiAsF6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.99
282.85,0.701886792,LiBOB,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,8.572102426
322.35,0.470588235,LiBOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.935483871
332.15,0.120643031,LiBOB,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.816133199
322.35,0.514765451,LiBF4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.790180321
353.3308796,0.5,LiBOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08761751
