ASA [m^2/cm^3],NASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,CO2_uptake_16bar_mol_kg
0.0,381.229,2133.93,3.08547,4.79668,4.79668,0.0,0.0,0.117416,0.2121,1.8064,381.229,211.043512,0.2121,0.117416,2.335742198
381.203,0.0,3650.64,4.02922,4.60008,4.59612,0.117621,0.16576,0.0,0.0,1.40928,381.203,270.4948626,0.16576,0.117621,2.71217814
2145.27,0.0,4834.72,5.36514,8.07729,8.07375,0.878375,0.61984,0.0,0.0,0.705667,2145.27,3040.059972,0.61984,0.878375,11.02993124
1774.77,0.0,9726.18,7.98095,9.37773,9.37773,0.781582,0.5832,0.0,0.0,0.746179,1774.77,2378.47755,0.5832,0.781582,15.76174183
0.0,410.339,3129.5,3.07068,7.1541,7.15163,0.0,0.0,0.104819,0.16604,1.58406,410.339,259.0425868,0.16604,0.104819,4.653504677
0.0,604.021,1596.5,3.02326,4.95801,4.89301,0.0,0.0,0.170556,0.3196,1.87387,604.021,322.3387962,0.3196,0.170556,4.0837976
1952.08,0.0,10047.8,5.53552,8.42183,8.41851,0.650814,0.56192,0.0,0.0,0.863411,1952.08,2260.893132,0.56192,0.650814,13.73510669
1929.08,0.0,6214.04,9.82354,17.30249,17.30249,1.60718,0.82138,0.0,0.0,0.511068,1929.08,3774.605336,0.82138,1.60718,23.96565987
0.0,22.9022,2528.19,3.18947,4.06995,4.05011,0.0,0.0,0.0213685,0.03418,1.59955,22.9022,14.31790191,0.03418,0.0213685,3.279345302
1435.02,0.0,1831.72,6.66781,7.18163,7.16788,0.357161,0.46352,0.0,0.0,1.29779,1435.02,1105.741299,0.46352,0.357161,7.427111302
488.172,0.0,3790.07,6.9774,7.29399,7.2828,0.0854982,0.15716,0.0,0.0,1.83817,488.172,265.5750012,0.15716,0.0854982,3.098030365
0.0,384.535,3947.63,2.53066,5.35074,5.34212,0.0,0.0,0.120808,0.18218,1.50802,384.535,254.9933025,0.18218,0.120808,2.801531807
1467.03,0.0,1315.6,9.87899,11.1576,11.1576,0.48888,0.5775,0.0,0.0,1.18127,1467.03,1241.909132,0.5775,0.48888,11.19425264
0.0,13.6622,2456.73,2.47987,3.95851,3.94168,0.0,0.0,0.0252918,0.03444,1.36171,13.6622,10.03312012,0.03444,0.0252918,5.911207914
1874.43,0.0,2040.37,5.57745,6.73617,6.73408,0.449396,0.54958,0.0,0.0,1.22293,1874.43,1532.736951,0.54958,0.449396,10.37663241
0.0,240.428,12482.8,3.71957,4.73188,4.68499,0.0,0.0,0.0748056,0.09742,1.30231,240.428,184.6165659,0.09742,0.0748056,2.766035633
916.861,0.0,2518.75,4.23308,7.67887,7.64737,0.196777,0.30724,0.0,0.0,1.56136,916.861,587.2194753,0.30724,0.196777,4.95577779
532.063,0.0,2107.14,6.00668,6.11362,6.11362,0.108505,0.18572,0.0,0.0,1.71163,532.063,310.8516443,0.18572,0.108505,1.878816344
1644.84,0.0,6449.57,4.25779,5.94246,5.52872,0.450382,0.44818,0.0,0.0,0.995112,1644.84,1652.91947,0.44818,0.450382,10.26980345
1908.09,0.0,3748.6,6.19333,8.78773,8.65663,0.75791,0.56344,0.0,0.0,0.743413,1908.09,2566.662138,0.56344,0.75791,14.36024106
0.0,7.62019,1364.46,3.40945,3.83746,3.83746,0.0,0.0,0.0127263,0.02046,1.6077,7.62019,4.739808422,0.02046,0.0127263,3.006565728
2051.3,0.0,6747.9,4.74765,7.05179,7.05179,0.62669,0.56762,0.0,0.0,0.905742,2051.3,2264.772971,0.56762,0.62669,14.19140721
0.0,300.039,2607.74,2.87966,4.73151,4.7307,0.0,0.0,0.175509,0.26528,1.51149,300.039,198.5054483,0.26528,0.175509,3.09617449
1983.5,0.0,16508.9,8.36781,12.42499,12.40975,1.57488,0.74104,0.0,0.0,0.470537,1983.5,4215.396451,0.74104,1.57488,25.61186632
2052.62,0.0,12831.0,6.85619,10.92956,7.97786,0.604165,0.60318,0.0,0.0,0.99837,2052.62,2055.971233,0.60318,0.604165,13.13511782
636.842,72.5346,4317.54,3.86354,5.51262,5.23725,0.161473,0.25072,0.0343273,0.0533,1.5527,709.3766,456.8664906,0.30402,0.1958003,7.069671961
584.937,0.0,1576.92,4.28533,4.71676,4.60921,0.230297,0.30032,0.0,0.0,1.30405,584.937,448.5541199,0.30032,0.230297,4.89920475
1505.36,0.0,3038.85,4.42953,7.7619,7.71379,0.438825,0.45312,0.0,0.0,1.03258,1505.36,1457.862829,0.45312,0.438825,9.28162325
1982.45,0.0,4920.03,6.00384,8.00418,7.95536,0.72318,0.57394,0.0,0.0,0.793634,1982.45,2497.939856,0.57394,0.72318,13.64687361
914.327,0.0,3170.01,5.60829,6.97233,6.97233,0.210062,0.28536,0.0,0.0,1.35846,914.327,673.0614078,0.28536,0.210062,4.458863158
196.652,0.0,6194.84,4.0721,4.38086,4.38086,0.0702023,0.09508,0.0,0.0,1.35437,196.652,145.1981364,0.09508,0.0702023,2.542827159
0.0,199.422,1955.18,3.32862,4.44183,4.3853,0.0,0.0,0.0756918,0.14948,1.97485,199.422,100.980834,0.14948,0.0756918,3.607482024
1226.41,0.0,836.325,4.55866,5.87532,5.87532,0.232769,0.3598,0.0,0.0,1.54574,1226.41,793.4128637,0.3598,0.232769,6.345038237
0.0,578.365,1721.12,3.60752,4.84101,4.81391,0.0,0.0,0.241319,0.29952,1.24118,578.365,465.9799546,0.29952,0.241319,5.706253023
1091.2,0.0,1663.01,3.81551,4.99541,4.9844,0.332341,0.40958,0.0,0.0,1.23241,1091.2,885.419625,0.40958,0.332341,7.779793896
1891.4,0.0,11552.0,6.77563,8.78676,8.78676,0.647508,0.54862,0.0,0.0,0.847279,1891.4,2232.322529,0.54862,0.647508,13.99639196
0.0,1263.85,7603.7,3.48851,7.79609,7.69085,0.0,0.0,0.409021,0.45092,1.10244,1263.85,1146.411596,0.45092,0.409021,8.193850632
0.0,109.057,1286.94,2.7409,4.06064,4.02482,0.0,0.0,0.11454,0.15344,1.33962,109.057,81.408907,0.15344,0.11454,3.948738615
1857.26,0.0,4285.31,5.3332,7.50726,7.50699,0.502582,0.49818,0.0,0.0,0.991241,1857.26,1873.671489,0.49818,0.502582,9.759777877
464.617,0.0,2477.63,3.92184,4.69665,4.69665,0.108528,0.21376,0.0,0.0,1.96962,464.617,235.8916948,0.21376,0.108528,3.874422124
2676.95,0.0,2090.36,5.76979,7.54466,7.52984,0.892036,0.6822,0.0,0.0,0.764767,2676.95,3500.347165,0.6822,0.892036,17.19775838
1450.14,0.0,9022.24,9.45289,15.81778,13.62877,0.619378,0.59416,0.0,0.0,0.959285,1450.14,1511.688393,0.59416,0.619378,11.49863153
0.0,652.277,1240.8,3.53865,4.6624,4.56509,0.0,0.0,0.202574,0.34048,1.68077,652.277,388.082248,0.34048,0.202574,4.804249865
1765.08,0.0,7120.14,4.45148,7.77534,7.67594,0.453715,0.51128,0.0,0.0,1.12688,1765.08,1566.342468,0.51128,0.453715,11.45806884
2470.1,0.0,4875.71,7.19596,7.98338,7.98212,0.955282,0.6899,0.0,0.0,0.722195,2470.1,3420.267379,0.6899,0.955282,19.00162899
0.0,1031.33,4358.16,3.29675,5.81126,5.81126,0.0,0.0,0.226783,0.37516,1.65427,1031.33,623.4351104,0.37516,0.226783,4.521002208
1925.5,0.0,3072.83,8.86311,9.22928,9.22928,0.634963,0.62622,0.0,0.0,0.986231,1925.5,1952.382353,0.62622,0.634963,12.95025272
0.0,126.124,1146.14,3.39137,4.53693,4.51316,0.0,0.0,0.0764718,0.11546,1.50984,126.124,83.53467917,0.11546,0.0764718,2.503084818
1224.72,0.0,3564.94,4.9389,5.99664,5.9821,0.404763,0.41314,0.0,0.0,1.0207,1224.72,1199.882434,0.41314,0.404763,9.924551218
485.219,0.0,6602.83,4.10448,5.15222,5.14703,0.115716,0.16406,0.0,0.0,1.41779,485.219,342.2361563,0.16406,0.115716,2.601129008
702.213,21.5655,5466.55,4.1998,5.13748,5.12786,0.232168,0.252,0.0149435,0.01622,1.08542,723.7785,666.8188351,0.26822,0.2471115,6.897119704
1415.53,0.0,1488.36,5.74465,6.60931,6.60446,0.378606,0.44252,0.0,0.0,1.16881,1415.53,1211.08649,0.44252,0.378606,9.499749235
0.0,346.101,1369.82,2.89563,4.8713,4.84395,0.0,0.0,0.103405,0.25626,2.47822,346.101,139.6570926,0.25626,0.103405,3.017054668
2655.35,0.0,12786.0,5.8094,8.58065,8.54388,0.98522,0.68698,0.0,0.0,0.697286,2655.35,3808.121775,0.68698,0.98522,19.70750621
2558.19,0.0,24684.5,6.02223,12.08323,12.08322,1.52892,0.75696,0.0,0.0,0.495095,2558.19,5167.068946,0.75696,1.52892,26.45052458
1654.68,0.0,3176.23,5.59471,9.38154,9.38154,0.515685,0.53744,0.0,0.0,1.04219,1654.68,1587.695142,0.53744,0.515685,11.83186806
1831.78,0.0,7360.03,6.95652,9.26232,9.26232,0.641429,0.53766,0.0,0.0,0.838222,1831.78,2185.316062,0.53766,0.641429,12.88852843
0.0,393.846,6253.66,3.46442,4.87344,4.872,0.0,0.0,0.182329,0.19592,1.07454,393.846,366.5252108,0.19592,0.182329,5.393072425
1695.08,0.0,1145.41,4.14187,5.50022,5.49971,0.286216,0.50302,0.0,0.0,1.75748,1695.08,964.4946173,0.50302,0.286216,8.875216538
1458.69,0.0,4375.68,7.13068,7.25351,7.2425,0.465367,0.47698,0.0,0.0,1.02495,1458.69,1423.181619,0.47698,0.465367,10.34532238
0.0,1464.5,2383.7,3.29929,11.71277,11.70939,0.0,0.0,0.674445,0.56248,0.83399,1464.5,1756.016259,0.56248,0.674445,10.94243693
0.0,299.606,4531.16,3.70581,4.30529,4.15417,0.0,0.0,0.0964807,0.13038,1.35136,299.606,221.7070211,0.13038,0.0964807,3.21131462
2722.27,0.0,24054.9,5.37054,9.75529,9.54348,1.31964,0.7148,0.0,0.0,0.541661,2722.27,5025.781808,0.7148,1.31964,24.29269558
1438.12,0.0,1313.94,9.78872,11.01399,11.01003,0.478707,0.5662,0.0,0.0,1.18277,1438.12,1215.891509,0.5662,0.478707,10.95803459
1627.87,0.0,4292.06,4.40867,6.68503,6.68503,0.39645,0.44992,0.0,0.0,1.13487,1627.87,1434.41099,0.44992,0.39645,8.55142195
0.0,1017.21,1574.3,2.79362,6.275,6.2534,0.0,0.0,0.196733,0.3555,1.80702,1017.21,562.9212737,0.3555,0.196733,4.260799605
0.0,149.894,6968.17,3.5641,4.62064,4.61051,0.0,0.0,0.0497145,0.09756,1.96241,149.894,76.38261118,0.09756,0.0497145,1.331802775
0.0,340.582,1693.92,2.41172,4.35255,4.34035,0.0,0.0,0.197038,0.317,1.60882,340.582,211.6967715,0.317,0.197038,2.704249921
1175.54,0.0,918.663,4.21505,5.79442,5.67699,0.290215,0.40528,0.0,0.0,1.39648,1175.54,841.7879239,0.40528,0.290215,6.542991769
2018.64,0.0,15625.3,9.44524,10.85959,10.85959,1.25229,0.72544,0.0,0.0,0.579291,2018.64,3484.673506,0.72544,1.25229,23.61367458
480.098,0.0,1894.16,4.34552,4.95983,4.94679,0.0558229,0.1821,0.0,0.0,3.2621,480.098,147.1745195,0.1821,0.0558229,1.039709317
2049.19,0.0,21005.5,6.30332,11.48655,11.4793,0.806165,0.6487,0.0,0.0,0.804674,2049.19,2546.608937,0.6487,0.806165,15.98386688
2716.22,0.0,23705.9,5.34452,9.53654,9.53654,1.21479,0.69522,0.0,0.0,0.572297,2716.22,4746.172005,0.69522,1.21479,21.7547582
837.977,0.0,5262.7,4.37097,5.57616,5.56477,0.219614,0.2514,0.0,0.0,1.14473,837.977,732.0302604,0.2514,0.219614,5.627129438
0.0,169.04,8086.64,2.96147,4.36935,4.35185,0.0,0.0,0.0480604,0.06564,1.36578,169.04,123.7681032,0.06564,0.0480604,3.849848621
0.0,163.931,1056.83,3.6646,4.41588,4.35167,0.0,0.0,0.0829706,0.13364,1.61069,163.931,101.7768782,0.13364,0.0829706,3.171645807
0.0,111.273,707.655,3.25092,4.13183,4.13183,0.0,0.0,0.0604047,0.11374,1.88296,111.273,59.0947232,0.11374,0.0604047,1.434109843
0.0,131.781,2630.25,3.53659,4.17501,4.16692,0.0,0.0,0.108435,0.13686,1.26214,131.781,104.4107627,0.13686,0.108435,3.941129007
291.316,0.0,528.309,4.07273,4.23621,4.23621,0.105445,0.21968,0.0,0.0,2.08336,291.316,139.8298902,0.21968,0.105445,2.761982922
1871.36,0.0,5607.31,11.12419,11.38543,11.3774,1.85404,0.8108,0.0,0.0,0.437316,1871.36,4279.193992,0.8108,1.85404,28.94180369
519.589,0.0,2871.37,5.80961,7.45284,7.45257,0.10909,0.17422,0.0,0.0,1.59702,519.589,325.3490877,0.17422,0.10909,3.408772804
730.045,0.0,5208.2,4.4159,5.81668,5.81214,0.178272,0.23164,0.0,0.0,1.29937,730.045,561.8453558,0.23164,0.178272,3.879460168
498.494,227.866,1347.66,4.24917,5.62021,5.57976,0.142195,0.18686,0.111269,0.14622,1.31411,726.36,552.7391162,0.33308,0.253464,5.317393282
1479.06,0.0,3948.11,10.86073,11.63735,11.63667,0.477277,0.58694,0.0,0.0,1.22977,1479.06,1202.712702,0.58694,0.477277,10.51079833
0.0,829.442,8441.19,3.71306,7.02793,6.69058,0.0,0.0,0.20537,0.27162,1.32259,829.442,627.1346373,0.27162,0.20537,4.296069985
1584.99,4.34163,17430.4,4.29007,13.71044,13.71044,0.536545,0.54426,0.00589524,0.00598,1.01438,1589.33163,1566.801031,0.55024,0.54244024,11.24955466
692.259,0.0,9347.79,4.06957,7.31422,7.31422,0.141064,0.23388,0.0,0.0,1.65797,692.259,417.5340929,0.23388,0.141064,4.021342087
2159.62,0.0,12356.0,5.04294,6.41846,5.80487,0.609424,0.5168,0.0,0.0,0.848014,2159.62,2546.679654,0.5168,0.609424,15.98159451
1971.33,0.0,19613.1,5.22933,16.34087,16.33846,0.842455,0.60568,0.0,0.0,0.718946,1971.33,2741.972276,0.60568,0.842455,16.75529254
2058.82,0.0,8714.85,8.71131,9.64298,9.62069,0.768511,0.62214,0.0,0.0,0.809539,2058.82,2543.200513,0.62214,0.768511,15.47466639
0.0,80.1392,2056.76,3.23579,4.31173,4.17899,0.0,0.0,0.0812696,0.09638,1.18593,80.1392,67.57498335,0.09638,0.0812696,6.37359087
1598.99,0.0,8197.77,9.81151,10.78843,10.76706,0.356403,0.59334,0.0,0.0,1.6648,1598.99,960.4697261,0.59334,0.356403,2.923126735
0.0,5.19064,1393.64,3.2197,3.82761,3.73471,0.0,0.0,0.0,0.0,2.17209,5.19064,2.389698401,0.0,0.0,1.651437504
1899.6,0.0,3716.1,4.97088,6.11636,6.11301,0.481069,0.5495,0.0,0.0,1.14225,1899.6,1663.033487,0.5495,0.481069,10.06163901
2432.61,0.0,4723.07,5.80307,7.09205,7.09205,0.649929,0.6137,0.0,0.0,0.944258,2432.61,2576.213281,0.6137,0.649929,14.1638097
966.039,251.569,8072.22,4.20487,7.45471,6.02758,0.0916809,0.29986,0.0261596,0.08556,3.27069,1217.608,372.2786323,0.38542,0.1178405,2.108314022
0.0,371.954,1066.88,2.56593,4.82555,4.82555,0.0,0.0,0.0919416,0.17302,1.88185,371.954,197.653373,0.17302,0.0919416,3.282465386
1664.98,0.0,3149.85,6.3767,7.6272,7.6272,0.456196,0.5058,0.0,0.0,1.10873,1664.98,1501.700143,0.5058,0.456196,10.63634559
1270.38,0.0,594.912,5.06086,6.25146,6.0647,0.407668,0.41792,0.0,0.0,1.02515,1270.38,1239.213774,0.41792,0.407668,8.320732755
1971.78,0.0,11451.8,7.19983,12.36077,12.34485,0.964851,0.66364,0.0,0.0,0.687816,1971.78,2866.725985,0.66364,0.964851,15.92557355
0.0,256.525,3196.83,2.82437,4.68971,4.49962,0.0,0.0,0.107362,0.18334,1.70768,256.525,150.218425,0.18334,0.107362,2.710302911
586.182,11.419,1148.82,4.36379,5.11388,5.09892,0.161935,0.21774,0.0315778,0.04246,1.34461,597.601,444.4418828,0.2602,0.1935128,5.215426852
0.0,5.80951,1076.21,3.12538,3.82629,3.82441,0.0,0.0,0.0143802,0.02394,1.66479,5.80951,3.489635329,0.02394,0.0143802,1.642954808
678.646,0.0,2195.74,4.89301,7.12611,7.12611,0.124702,0.2474,0.0,0.0,1.98392,678.646,342.0732691,0.2474,0.124702,2.71346429
0.0,162.432,1860.91,2.56312,4.67005,4.66185,0.0,0.0,0.0846756,0.14542,1.71738,162.432,94.58128079,0.14542,0.0846756,3.786163131
0.0,519.71,3961.03,3.64569,4.80954,4.72725,0.0,0.0,0.192285,0.24388,1.26832,519.71,409.7625205,0.24388,0.192285,4.210026206
0.0,367.178,1183.62,3.37487,4.68935,4.68935,0.0,0.0,0.193543,0.26942,1.39204,367.178,263.7697193,0.26942,0.193543,7.110428574
2223.07,0.0,6256.2,5.96794,8.00306,8.00133,0.84023,0.6134,0.0,0.0,0.730038,2223.07,3045.142856,0.6134,0.84023,16.63564544
1938.32,232.468,5468.94,5.60478,9.50106,9.47295,0.648944,0.5525,0.102257,0.08706,0.851383,2170.788,2549.719691,0.63956,0.751201,14.96690818
600.505,14.02,4047.94,3.98219,5.93755,5.92079,0.165824,0.21158,0.00500028,0.00638,1.27593,614.525,481.6290862,0.21796,0.17082428,5.228272338
1190.57,0.0,4921.13,4.40009,5.23045,5.21843,0.327867,0.39326,0.0,0.0,1.19945,1190.57,992.5966068,0.39326,0.327867,7.818728991
0.0,351.294,2680.13,2.60982,4.87409,4.84963,0.0,0.0,0.141626,0.18504,1.30654,351.294,268.8735132,0.18504,0.141626,4.104648279
0.0,118.748,1476.82,2.96369,4.10181,4.08476,0.0,0.0,0.0721775,0.14386,1.99314,118.748,59.57835375,0.14386,0.0721775,4.201683354
389.029,0.0,3518.34,4.785,5.05411,5.05411,0.113633,0.15926,0.0,0.0,1.40153,389.029,277.5745079,0.15926,0.113633,2.646458732
0.0,495.383,2082.32,2.57258,5.22579,5.12621,0.0,0.0,0.129574,0.26504,2.04547,495.383,242.1854146,0.26504,0.129574,3.852239941
0.0,351.283,2100.24,2.62764,4.99812,4.99812,0.0,0.0,0.154633,0.21258,1.37474,351.283,255.5268633,0.21258,0.154633,4.938024396
0.0,516.46,2549.82,3.45324,5.88047,5.87906,0.0,0.0,0.199866,0.22078,1.10464,516.46,467.5369351,0.22078,0.199866,7.177613006
1246.25,0.0,3945.68,4.00314,5.95596,5.95596,0.387103,0.40682,0.0,0.0,1.05093,1246.25,1185.854434,0.40682,0.387103,7.951479365
0.0,310.347,401.294,3.29295,4.3843,4.35823,0.0,0.0,0.155027,0.23606,1.5227,310.347,203.8136205,0.23606,0.155027,6.580726575
1660.3,0.0,3718.15,6.44934,7.90061,7.90061,0.477807,0.51986,0.0,0.0,1.08801,1660.3,1525.997004,0.51986,0.477807,9.767990671
1356.45,0.0,1417.76,7.1188,7.38658,7.38254,0.48674,0.4699,0.0,0.0,0.965403,1356.45,1405.060892,0.4699,0.48674,10.94052439
1663.4,327.695,6189.79,5.43482,9.5696,9.51117,0.762231,0.50978,0.169528,0.11338,0.6688,1991.095,2977.11573,0.62316,0.931759,18.26876723
1215.72,0.0,1823.61,4.25508,6.13583,6.12102,0.250388,0.38088,0.0,0.0,1.52116,1215.72,799.2058692,0.38088,0.250388,6.374346276
0.0,905.304,2072.11,3.71334,5.41179,5.38603,0.0,0.0,0.203215,0.33062,1.62695,905.304,556.4424229,0.33062,0.203215,4.635149271
1703.79,0.0,9208.77,5.12827,8.22186,8.20785,0.4971,0.47072,0.0,0.0,0.946932,1703.79,1799.273865,0.47072,0.4971,11.31085658
0.0,1228.12,2472.0,3.1863,11.37589,11.37589,0.0,0.0,0.528329,0.48462,0.917269,1228.12,1338.887502,0.48462,0.528329,8.64868052
0.0,156.775,1451.92,3.42248,4.11991,4.10899,0.0,0.0,0.142209,0.18084,1.27165,156.775,123.2847088,0.18084,0.142209,4.222634815
933.629,0.248547,2436.76,3.88293,5.76478,5.7608,0.351499,0.34274,0.0,0.0,0.975082,933.877547,957.7425765,0.34274,0.351499,9.671933295
490.271,0.0,3259.46,6.56673,6.88857,6.88857,0.0880403,0.15708,0.0,0.0,1.78418,490.271,274.7878577,0.15708,0.0880403,2.411030906
817.742,0.0,2971.51,4.34338,4.78823,4.74662,0.279898,0.35168,0.0,0.0,1.25646,817.742,650.83011,0.35168,0.279898,6.096134683
0.0,177.545,4322.48,2.7809,4.77494,4.77083,0.0,0.0,0.0868251,0.09412,1.08402,177.545,163.7838785,0.09412,0.0868251,3.64396125
1976.06,0.0,9294.3,8.42221,9.37426,9.36118,0.75636,0.57492,0.0,0.0,0.760114,1976.06,2599.688994,0.57492,0.75636,15.39880377
0.0,1333.57,4909.36,3.60068,11.21887,11.21229,0.0,0.0,0.516328,0.48532,0.939946,1333.57,1418.772993,0.48532,0.516328,9.754968627
917.585,0.0,3360.26,3.9261,5.43401,5.42679,0.213031,0.31588,0.0,0.0,1.48279,917.585,618.8232993,0.31588,0.213031,6.541371637
945.801,0.0,6837.11,3.84932,5.69693,5.68674,0.263794,0.31422,0.0,0.0,1.19116,945.801,794.0167568,0.31422,0.263794,6.467737855
629.966,0.0,1794.35,3.91943,4.9438,4.9438,0.171883,0.27672,0.0,0.0,1.60993,629.966,391.3002429,0.27672,0.171883,2.569628864
1452.6,0.0,6710.64,4.20385,5.93429,5.92394,0.186233,0.36356,0.0,0.0,1.95218,1452.6,744.0912211,0.36356,0.186233,3.886045632
1837.38,0.0,11540.2,4.90438,11.35974,11.35974,0.64104,0.6022,0.0,0.0,0.939411,1837.38,1955.885124,0.6022,0.64104,15.12255997
0.0,14.1466,6223.63,3.12847,4.2355,4.1934,0.0,0.0,0.00669494,0.01048,1.56536,14.1466,9.037282159,0.01048,0.00669494,1.584350146
1550.11,0.0,3672.24,5.11879,6.03489,6.02804,0.402031,0.43434,0.0,0.0,1.08037,1550.11,1434.795487,0.43434,0.402031,8.510055987
925.283,113.01,21795.7,6.8654,20.18098,20.18098,0.428715,0.37856,0.0295126,0.02606,0.883011,1038.293,1175.855114,0.40462,0.4582276,12.42421605
1454.18,0.0,11562.8,4.94321,9.91084,9.90363,0.589595,0.4672,0.0,0.0,0.792408,1454.18,1835.140483,0.4672,0.589595,12.19898727
0.0,610.939,2154.04,2.73341,5.29945,5.29945,0.0,0.0,0.376758,0.3845,1.02055,610.939,598.6370095,0.3845,0.376758,4.275061626
894.455,0.0,2264.79,4.17227,5.29408,5.29408,0.18621,0.33734,0.0,0.0,1.81161,894.455,493.7348546,0.33734,0.18621,3.737347373
419.838,0.0,12893.6,4.16045,4.8198,4.8198,0.09885,0.14354,0.0,0.0,1.4521,419.838,289.1247159,0.14354,0.09885,2.356301423
1332.5,0.0,6662.24,7.48497,9.67948,9.67948,0.40166,0.46352,0.0,0.0,1.15401,1332.5,1154.66937,0.46352,0.40166,9.14381245
1031.82,564.801,17714.8,8.54299,9.00309,8.9671,0.343326,0.33592,0.181066,0.17716,0.97843,1596.621,1631.819343,0.51308,0.524392,11.39032504
1893.04,0.0,6205.35,6.57223,9.00136,9.00136,0.64548,0.55144,0.0,0.0,0.85431,1893.04,2215.870117,0.55144,0.64548,10.29209709
771.948,0.0,3446.67,5.88092,6.70296,6.70296,0.23639,0.2682,0.0,0.0,1.13456,771.948,680.3941616,0.2682,0.23639,4.846061898
1531.86,0.0,4480.47,10.03609,13.87561,13.87561,0.607197,0.58646,0.0,0.0,0.965847,1531.86,1586.027601,0.58646,0.607197,11.97236842
2049.62,0.0,6590.41,11.69752,12.15536,12.13047,0.980543,0.70562,0.0,0.0,0.719622,2049.62,2848.189744,0.70562,0.980543,21.35311178
1294.91,0.0,1019.27,3.95017,4.88781,4.78327,0.334606,0.43232,0.0,0.0,1.29203,1294.91,1002.22905,0.43232,0.334606,7.769710928
0.0,461.25,6478.95,3.2036,6.29922,6.29198,0.0,0.0,0.0735367,0.15628,2.1252,461.25,217.0383964,0.15628,0.0735367,2.609171747
1465.75,0.0,1318.91,9.92421,11.20024,11.20024,0.492843,0.58072,0.0,0.0,1.17831,1465.75,1243.942596,0.58072,0.492843,11.33478676
0.0,776.441,1189.17,3.68781,5.62502,5.62502,0.0,0.0,0.261993,0.3014,1.15041,776.441,674.9254614,0.3014,0.261993,6.77337318
1406.27,0.0,1422.34,6.843,7.15773,7.15773,0.497063,0.47136,0.0,0.0,0.948289,1406.27,1482.955091,0.47136,0.497063,11.31820461
0.0,36.0207,7917.67,2.54284,3.98698,3.97868,0.0,0.0,0.0119846,0.02218,1.8507,36.0207,19.46328416,0.02218,0.0119846,3.106247556
0.0,685.063,2035.36,3.63654,5.41107,5.41022,0.0,0.0,0.197531,0.29844,1.51085,685.063,453.4288645,0.29844,0.197531,3.237837775
429.534,0.0,1026.61,3.92279,4.31905,4.31686,0.147944,0.29676,0.0,0.0,2.00589,429.534,214.1363684,0.29676,0.147944,3.918386399
1385.23,0.0,1521.18,6.70761,6.99117,6.99117,0.303143,0.4753,0.0,0.0,1.56791,1385.23,883.4882104,0.4753,0.303143,6.76801723
0.0,1030.78,2507.11,3.27391,6.95325,6.95325,0.0,0.0,0.283677,0.41244,1.45391,1030.78,708.9709817,0.41244,0.283677,7.72940963
1759.35,0.0,6083.7,8.91862,10.32812,10.31469,0.560177,0.60388,0.0,0.0,1.07802,1759.35,1632.019814,0.60388,0.560177,15.29890001
2032.27,0.0,7933.84,6.17998,11.37885,10.24831,0.781106,0.6119,0.0,0.0,0.783377,2032.27,2594.242619,0.6119,0.781106,14.82643129
613.136,0.721266,11199.3,8.9508,9.07531,9.07531,0.153343,0.20842,0.0,0.0,1.35917,613.857266,451.6412708,0.20842,0.153343,5.316972533
1782.23,39.9602,9696.55,9.21067,10.57747,10.57747,0.740971,0.57776,0.0250598,0.01954,0.779734,1822.1902,2336.938238,0.5973,0.7660308,15.4927478
1210.68,1.04308,7967.98,3.93995,5.53047,5.46567,0.33165,0.33966,0.0,0.0,1.02415,1211.72308,1183.150007,0.33966,0.33165,8.785064819
2069.77,0.0,8895.56,9.81049,13.18784,13.17941,1.71564,0.777,0.0,0.0,0.452893,2069.77,4570.108171,0.777,1.71564,29.70009676
1222.23,3.48064,6764.38,4.21228,6.17338,5.94323,0.201154,0.37014,0.00102169,0.00188,1.84008,1225.71064,666.1181253,0.37202,0.20217569,4.579269915
0.0,279.336,1908.61,3.61774,4.82351,4.82351,0.0,0.0,0.0870914,0.14024,1.61026,279.336,173.4726069,0.14024,0.0870914,2.355804181
0.0,637.243,1498.49,3.30183,5.52662,5.46703,0.0,0.0,0.167785,0.25294,1.50752,637.243,422.7094831,0.25294,0.167785,4.96153324
416.131,0.0,1636.02,4.20115,4.7399,4.72096,0.0930918,0.16366,0.0,0.0,1.75805,416.131,236.7003214,0.16366,0.0930918,1.770272149
1103.97,0.0,1408.42,4.71272,4.8768,4.8768,0.182591,0.43926,0.0,0.0,2.40571,1103.97,458.8957106,0.43926,0.182591,2.825596171
0.0,196.297,3743.76,3.38887,4.78127,4.76378,0.0,0.0,0.0805112,0.10704,1.32951,196.297,147.6461253,0.10704,0.0805112,3.139737827
1009.7,0.0,2487.17,4.01054,5.53443,5.50524,0.320751,0.38348,0.0,0.0,1.19557,1009.7,844.5344062,0.38348,0.320751,7.64692229
1838.86,0.0,12653.2,4.52002,13.35543,13.28243,0.598016,0.5849,0.0,0.0,0.978068,1838.86,1880.094227,0.5849,0.598016,12.19503293
0.0,752.223,1270.95,3.62196,4.90891,4.89268,0.0,0.0,0.249192,0.3367,1.35117,752.223,556.7197318,0.3367,0.249192,6.685841907
