ASA [m^2/cm^3],NASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,CO2_uptake_16bar_mol_kg
478.664,0.0,1184.11,6.807,7.01875,7.01875,0.0655379,0.1619,0.0,0.0,2.47032,478.664,193.7659898,0.1619,0.0655379,1.577249544
0.0,425.053,1934.62,3.14053,5.95588,5.93808,0.0,0.0,0.101424,0.19774,1.94964,425.053,218.0161466,0.19774,0.101424,2.80561479
0.0,351.325,2376.73,2.41312,4.8731,4.8731,0.0,0.0,0.0871488,0.15274,1.75263,351.325,200.4558863,0.15274,0.0871488,3.192619421
1466.39,0.0,31651.2,13.37911,18.755,18.68884,1.84662,0.78656,0.0,0.0,0.425946,1466.39,3442.666441,0.78656,1.84662,12.44145487
1866.56,0.0,37072.9,4.35513,9.85392,9.85392,0.579412,0.49434,0.0,0.0,0.853176,1866.56,2187.778372,0.49434,0.579412,13.06974336
0.0,576.242,4747.58,2.91199,5.83443,5.76943,0.0,0.0,0.150186,0.1928,1.28374,576.242,448.8774986,0.1928,0.150186,3.816361735
0.0,5.42934,1788.08,2.41479,3.88028,3.87702,0.0,0.0,0.0,0.0,1.9435,5.42934,2.793588886,0.0,0.0,2.573701355
989.606,2.60425,6034.54,3.76182,5.81331,5.80948,0.295821,0.35172,0.0,0.0,1.18896,992.21025,834.519454,0.35172,0.295821,7.15009775
0.0,238.659,858.572,3.57802,4.3281,4.3281,0.0,0.0,0.130801,0.18854,1.44142,238.659,165.5721441,0.18854,0.130801,3.771856322
2118.29,0.0,21119.8,16.87545,19.11149,19.11149,1.0342,0.71344,0.0,0.0,0.689845,2118.29,3070.675297,0.71344,1.0342,19.84734536
1100.99,0.0,3871.53,4.921,6.52238,6.52175,0.224192,0.32764,0.0,0.0,1.46143,1100.99,753.364855,0.32764,0.224192,5.147465982
1767.23,0.0,6081.01,3.84836,5.62483,5.59786,0.447055,0.47574,0.0,0.0,1.06417,1767.23,1660.665119,0.47574,0.447055,10.6649283
0.0,562.962,2261.87,3.34196,5.88797,5.11644,0.0,0.0,0.21763,0.24308,1.11694,562.962,504.0217022,0.24308,0.21763,6.6515184
0.0,656.954,1107.91,3.2343,5.69296,5.69177,0.0,0.0,0.233436,0.31484,1.34872,656.954,487.0944303,0.31484,0.233436,3.028028065
1015.93,0.287065,3328.75,4.30508,5.47258,5.46713,0.311828,0.37168,0.0,0.0,1.19194,1016.217065,852.5740096,0.37168,0.311828,7.183685726
1371.98,36.1376,13531.8,9.52295,10.82294,10.82294,0.453921,0.48538,0.0220891,0.02362,1.0693,1408.1176,1316.859254,0.509,0.4760101,10.40326724
835.426,0.0,4182.64,3.80696,7.01702,7.00767,0.211345,0.28206,0.0,0.0,1.33459,835.426,625.9795143,0.28206,0.211345,4.18230181
1456.49,0.0,2948.74,7.33479,7.46558,7.46558,0.364537,0.48436,0.0,0.0,1.3287,1456.49,1096.176714,0.48436,0.364537,8.611800461
0.0,718.569,2638.35,2.87926,5.05393,5.05393,0.0,0.0,0.384106,0.3243,0.844299,718.569,851.0835616,0.3243,0.384106,7.918426363
1116.99,1.82738,7194.62,4.05835,6.98637,6.98637,0.253657,0.33442,0.00282162,0.00372,1.31839,1118.81738,848.6239883,0.33814,0.25647862,7.216006282
0.0,55.6889,2803.24,3.43492,4.94676,4.94676,0.0,0.0,0.033559,0.05802,1.7289,55.6889,32.21059633,0.05802,0.033559,2.597109476
0.0,104.474,2618.17,2.78539,4.15914,4.15149,0.0,0.0,0.0475706,0.10238,2.15217,104.474,48.54356301,0.10238,0.0475706,2.304991757
513.865,0.0,2882.59,5.78969,7.43383,7.30816,0.110169,0.17464,0.0,0.0,1.58521,513.865,324.1620984,0.17464,0.110169,3.448708454
518.895,0.0,2080.59,5.92233,6.03338,6.03037,0.104449,0.18106,0.0,0.0,1.73347,518.895,299.3388983,0.18106,0.104449,1.851207477
1806.44,0.0,21153.0,16.29058,16.85961,16.85961,0.60601,0.59828,0.0,0.0,0.987245,1806.44,1829.778829,0.59828,0.60601,11.35762427
1170.29,1.66645,20139.2,4.89033,7.62122,7.17666,0.246323,0.31372,0.00106783,0.00136,1.27361,1171.95645,920.1847112,0.31508,0.24739083,6.524425995
746.048,0.0,7987.92,4.95704,6.0526,6.0412,0.218547,0.23936,0.0,0.0,1.09523,746.048,681.1792957,0.23936,0.218547,5.817247027
1534.24,0.0,5014.96,4.21804,11.05462,11.05462,0.554202,0.52318,0.0,0.0,0.944025,1534.24,1625.211197,0.52318,0.554202,10.92730187
1396.71,0.55952,8160.73,4.84816,6.85522,6.83832,0.39896,0.38766,0.0,0.0,0.971676,1397.26952,1437.999415,0.38766,0.39896,8.907253425
1674.5,0.0,4906.64,5.65574,8.03848,8.03848,0.469836,0.5009,0.0,0.0,1.06612,1674.5,1570.648707,0.5009,0.469836,9.587024211
0.0,206.165,4568.5,2.50204,5.88664,5.88664,0.0,0.0,0.0647456,0.11508,1.77742,206.165,115.9911557,0.11508,0.0647456,1.880669833
0.0,20.4725,1963.49,3.12024,3.87406,3.87311,0.0,0.0,0.0416778,0.08764,2.1028,20.4725,9.735828419,0.08764,0.0416778,3.333671554
669.113,0.0,2810.04,3.87624,5.87412,5.87412,0.122728,0.2804,0.0,0.0,2.28472,669.113,292.8643335,0.2804,0.122728,2.897789643
0.0,472.178,3746.23,3.55075,4.96868,4.83088,0.0,0.0,0.175764,0.2516,1.43147,472.178,329.8553235,0.2516,0.175764,3.866127264
1908.01,0.0,2891.26,4.88825,6.97329,6.97329,0.542883,0.50562,0.0,0.0,0.93136,1908.01,2048.627813,0.50562,0.542883,10.34213618
930.797,0.0,1593.97,5.95893,6.57096,6.55565,0.227328,0.30478,0.0,0.0,1.3407,930.797,694.2619527,0.30478,0.227328,3.707065537
0.0,120.837,1417.24,3.68809,4.43579,4.4295,0.0,0.0,0.102644,0.13932,1.35731,120.837,89.02682512,0.13932,0.102644,4.084438863
0.0,743.927,1039.49,3.3006,5.23747,5.22183,0.0,0.0,0.207671,0.35958,1.73149,743.927,429.6455654,0.35958,0.207671,7.000101159
1667.0,0.0,699.457,4.63209,5.64735,5.64735,0.330283,0.50226,0.0,0.0,1.5207,1667.0,1096.205695,0.50226,0.330283,6.9371766
1607.04,0.0,4552.38,5.82511,8.22407,8.22407,0.555811,0.4686,0.0,0.0,0.843093,1607.04,1906.124235,0.4686,0.555811,11.51547304
1735.91,0.0,4174.64,4.79223,6.23329,6.23329,0.543186,0.51956,0.0,0.0,0.956504,1735.91,1814.848657,0.51956,0.543186,10.29809381
1598.54,0.0,8775.49,6.49977,8.08211,8.07086,0.297496,0.47806,0.0,0.0,1.60695,1598.54,994.7664831,0.47806,0.297496,5.86448347
908.151,0.0,3750.81,3.90662,6.7023,6.7023,0.276,0.31212,0.0,0.0,1.13087,908.151,803.0551699,0.31212,0.276,6.6756044
1216.61,0.0,22236.3,4.06015,6.69548,6.67985,0.330618,0.34126,0.0,0.0,1.03219,1216.61,1178.668656,0.34126,0.330618,8.870063298
0.0,305.733,4359.16,3.23595,5.06549,5.05633,0.0,0.0,0.107837,0.13474,1.24948,305.733,244.6881903,0.13474,0.107837,3.548334939
1096.71,0.0,3476.32,4.33779,5.28957,5.28957,0.38979,0.37298,0.0,0.0,0.956875,1096.71,1146.137165,0.37298,0.38979,9.871751061
0.0,181.327,5652.14,2.44433,4.41881,4.39589,0.0,0.0,0.078625,0.1138,1.44738,181.327,125.2794705,0.1138,0.078625,3.582928855
1863.63,0.0,1716.21,4.40026,5.67314,5.67231,0.386729,0.55812,0.0,0.0,1.44318,1863.63,1291.3358,0.55812,0.386729,10.35340475
2174.29,0.0,4461.53,4.79581,7.46662,7.42523,0.570439,0.5762,0.0,0.0,1.0101,2174.29,2152.549253,0.5762,0.570439,11.75304443
2258.87,0.0,11507.3,6.58506,9.14342,9.14342,0.475183,0.61884,0.0,0.0,1.30232,2258.87,1734.496898,0.61884,0.475183,9.725244185
1987.03,0.0,10413.4,7.87011,11.02675,11.02675,0.762895,0.61326,0.0,0.0,0.803859,1987.03,2471.863847,0.61326,0.762895,14.68522953
0.0,45.9353,800.086,3.03737,4.22366,4.22366,0.0,0.0,0.0356146,0.0975,2.73764,45.9353,16.77916015,0.0975,0.0356146,1.47714872
1790.69,0.0,10851.6,8.75374,11.11495,11.11495,0.878406,0.61744,0.0,0.0,0.70291,1790.69,2547.538092,0.61744,0.878406,16.68083056
844.024,0.0,2916.84,5.74044,6.18649,6.18649,0.206243,0.26842,0.0,0.0,1.30148,844.024,648.510926,0.26842,0.206243,3.889839118
235.251,256.179,6519.54,3.85633,5.12079,4.1425,0.0504161,0.08074,0.0665262,0.10654,1.60147,491.43,306.8618207,0.18728,0.1169423,4.550409014
2482.83,0.0,4689.51,5.51406,8.44,8.32877,1.12224,0.68176,0.0,0.0,0.6075,2482.83,4086.962963,0.68176,1.12224,20.93725946
1630.29,0.0,2708.09,5.04258,6.74773,6.74039,0.439847,0.55814,0.0,0.0,1.26894,1630.29,1284.765237,0.55814,0.439847,5.175796771
0.0,8.82205,1269.31,2.57906,3.82559,3.82559,0.0,0.0,0.025546,0.06566,2.57026,8.82205,3.432357038,0.06566,0.025546,1.930498567
839.141,71.8616,2659.89,4.24661,6.31656,6.29795,0.194669,0.31166,0.0364279,0.05832,1.60097,911.0026,569.0316496,0.36998,0.2310969,7.806343722
0.0,946.831,4011.5,3.65176,6.80539,6.80539,0.0,0.0,0.283039,0.3797,1.34151,946.831,705.7949624,0.3797,0.283039,7.852855726
460.756,0.0,3683.23,6.08402,7.19047,7.19047,0.0923016,0.1454,0.0,0.0,1.57527,460.756,292.4933503,0.1454,0.0923016,2.679165135
0.0,141.596,640.81,3.1227,4.25457,4.24508,0.0,0.0,0.241124,0.27958,1.15949,141.596,122.1192076,0.27958,0.241124,6.18910514
1656.7,0.0,23724.5,8.71548,11.04439,11.04439,0.743461,0.53776,0.0,0.0,0.72332,1656.7,2290.410883,0.53776,0.743461,13.68644381
1655.57,0.0,2969.7,4.8111,6.00527,5.6775,0.538676,0.5176,0.0,0.0,0.960875,1655.57,1722.981657,0.5176,0.538676,9.843826684
1976.38,0.0,8702.12,7.22908,9.73279,9.72647,0.785395,0.61352,0.0,0.0,0.781161,1976.38,2530.054624,0.61352,0.785395,16.2046442
842.801,0.0,2392.04,4.44965,5.66371,5.65976,0.208948,0.26104,0.0,0.0,1.24931,842.801,674.6131865,0.26104,0.208948,5.135722316
0.0,322.467,2842.55,3.59591,4.63572,4.50441,0.0,0.0,0.104976,0.16642,1.58532,322.467,203.4081447,0.16642,0.104976,2.214356701
0.0,423.123,1426.31,2.79989,4.72338,4.49578,0.0,0.0,0.181378,0.22516,1.24139,423.123,340.8461483,0.22516,0.181378,4.653566794
0.0,4.28485,509.836,2.90906,3.78929,3.78929,0.0,0.0,0.0,0.0,1.90405,4.28485,2.250387332,0.0,0.0,6.291133285
526.515,234.282,2134.3,3.8372,5.3049,5.30439,0.186115,0.18244,0.147533,0.14462,0.980252,760.797,776.1238947,0.32706,0.333648,7.817153987
1984.13,0.0,9927.45,4.65647,6.68041,6.65888,0.577432,0.48988,0.0,0.0,0.848377,1984.13,2338.736199,0.48988,0.577432,12.11025243
1881.46,0.0,3986.99,4.69494,6.47036,6.47036,0.456944,0.53902,0.0,0.0,1.17962,1881.46,1594.971262,0.53902,0.456944,8.895685092
1403.65,0.0,4548.2,6.13055,7.34002,7.33722,0.377157,0.46136,0.0,0.0,1.22326,1403.65,1147.466606,0.46136,0.377157,7.778162194
3233.09,0.0,926.654,4.66585,5.36533,5.36296,0.976087,0.75956,0.0,0.0,0.778168,3233.09,4154.745505,0.75956,0.976087,17.25060134
0.0,324.594,2716.02,3.06398,4.47562,4.45084,0.0,0.0,0.10316,0.14702,1.42516,324.594,227.7596901,0.14702,0.10316,4.258242271
0.0,43.9888,1225.84,3.21093,4.28187,4.24486,0.0,0.0,0.0634628,0.09304,1.46606,43.9888,30.0047747,0.09304,0.0634628,3.478188519
159.625,127.878,831.156,3.79299,4.51501,4.16091,0.0810111,0.09656,0.0740644,0.08828,1.19194,287.503,241.2059332,0.18484,0.1550755,3.71810577
600.107,0.0,2602.59,4.06893,4.80529,4.80529,0.133609,0.23884,0.0,0.0,1.7876,600.107,335.7054151,0.23884,0.133609,4.408125238
1354.97,0.0,3541.08,6.54227,7.42586,7.42586,0.346376,0.43668,0.0,0.0,1.26071,1354.97,1074.767393,0.43668,0.346376,8.882533147
1671.18,0.0,1805.53,4.29128,6.55703,6.55703,0.443259,0.52104,0.0,0.0,1.17548,1671.18,1421.700071,0.52104,0.443259,9.731952318
2067.89,0.0,2798.72,4.42782,6.51824,6.29573,0.491099,0.54332,0.0,0.0,1.10634,2067.89,1869.127031,0.54332,0.491099,10.69310813
1983.25,0.0,15993.8,8.2906,12.65101,12.63941,1.70117,0.7675,0.0,0.0,0.451159,1983.25,4395.900337,0.7675,1.70117,27.65467196
0.0,309.827,1989.98,3.41581,4.49346,4.49346,0.0,0.0,0.190736,0.23824,1.24906,309.827,248.0481322,0.23824,0.190736,5.15134928
672.296,13.9497,5424.95,4.17789,5.07875,5.06297,0.222044,0.24286,0.00916118,0.01002,1.09375,686.2457,627.42464,0.25288,0.23120518,6.610081383
0.0,32.1105,2730.21,2.70917,4.06904,4.03702,0.0,0.0,0.0350454,0.0442,1.26122,32.1105,25.45987219,0.0442,0.0350454,1.868255552
341.096,0.0,3187.7,3.91438,4.74057,4.73173,0.157446,0.1772,0.0,0.0,1.12547,341.096,303.0698286,0.1772,0.157446,3.618209126
2032.03,0.0,3065.97,5.01887,5.47859,5.46655,0.513892,0.48926,0.0,0.0,0.952067,2032.03,2134.335084,0.48926,0.513892,10.0031991
0.0,362.341,1021.09,2.67312,4.3857,4.3857,0.0,0.0,0.200882,0.31162,1.55126,362.341,233.5785104,0.31162,0.200882,2.110349553
1569.26,0.0,5096.44,3.81807,8.31671,7.22341,0.595228,0.51688,0.0,0.0,0.868373,1569.26,1807.126661,0.51688,0.595228,12.33555286
0.0,197.015,17828.7,2.40592,5.79654,5.79654,0.0,0.0,0.0482713,0.09748,2.01942,197.015,97.56019055,0.09748,0.0482713,0.860139397
0.0,114.512,1476.38,2.94968,4.62036,4.54474,0.0,0.0,0.0685138,0.12966,1.89246,114.512,60.50960126,0.12966,0.0685138,2.205177078
0.0,445.5,1660.95,3.02415,5.25441,5.25441,0.0,0.0,0.163101,0.23828,1.46093,445.5,304.942742,0.23828,0.163101,3.518531442
1566.02,0.0,3087.39,3.76503,6.36153,6.35661,0.508978,0.48902,0.0,0.0,0.960789,1566.02,1629.931234,0.48902,0.508978,11.7136942
1082.38,0.0,3915.9,4.2672,5.25446,5.25048,0.276587,0.30878,0.0,0.0,1.11639,1082.38,969.5357357,0.30878,0.276587,6.706008967
0.0,838.359,764.692,3.54583,5.75389,5.75389,0.0,0.0,0.208205,0.348,1.67143,838.359,501.581879,0.348,0.208205,6.220744675
695.425,0.0,1485.04,4.69214,5.21245,4.9752,0.111726,0.2066,0.0,0.0,1.84917,695.425,376.0741306,0.2066,0.111726,3.464289126
1703.43,0.0,6737.18,4.92598,7.45171,7.05573,0.472072,0.50446,0.0,0.0,1.06861,1703.43,1594.061444,0.50446,0.472072,9.982697882
0.0,105.979,6231.06,2.90221,4.28685,4.28685,0.0,0.0,0.0567296,0.08202,1.44581,105.979,73.30077949,0.08202,0.0567296,3.355496891
829.765,0.0,8348.02,3.78553,7.0091,6.96501,0.203013,0.2715,0.0,0.0,1.33735,829.765,620.4546304,0.2715,0.203013,4.238005689
1476.73,0.0,4334.02,9.68892,10.81251,10.81251,0.485574,0.56746,0.0,0.0,1.16864,1476.73,1263.631229,0.56746,0.485574,11.93729784
0.0,397.412,2530.23,3.57988,5.01625,4.9968,0.0,0.0,0.157368,0.2087,1.32619,397.412,299.6644523,0.2087,0.157368,5.759533356
503.217,0.0,1233.86,3.74879,5.05238,4.99149,0.139523,0.2087,0.0,0.0,1.49581,503.217,336.4177269,0.2087,0.139523,3.745643259
2453.19,0.0,3047.77,5.26913,6.18287,6.18287,0.63134,0.6733,0.0,0.0,1.06646,2453.19,2300.31131,0.6733,0.63134,8.777566913
609.704,0.0,988.567,4.0299,5.17293,5.17293,0.158668,0.24314,0.0,0.0,1.53238,609.704,397.8804213,0.24314,0.158668,3.120651763
903.771,0.0,1196.59,5.13094,6.957,6.957,0.195622,0.30886,0.0,0.0,1.57886,903.771,572.4199739,0.30886,0.195622,4.598843074
0.0,489.61,6733.25,3.09234,4.82757,4.77297,0.0,0.0,0.135373,0.24152,1.78411,489.61,274.4281462,0.24152,0.135373,4.07971337
0.0,1251.72,2430.02,3.3255,11.37946,11.37946,0.0,0.0,0.513569,0.47922,0.933117,1251.72,1341.439498,0.47922,0.513569,8.853023539
2788.79,0.0,22345.5,5.29557,10.43104,10.43104,1.2477,0.7058,0.0,0.0,0.565681,2788.79,4929.969364,0.7058,1.2477,22.38946806
1141.06,0.0,2928.88,3.74488,6.73345,6.72117,0.297606,0.38286,0.0,0.0,1.28647,1141.06,886.96977,0.38286,0.297606,6.745203478
308.715,0.0,1595.32,4.22522,4.65845,4.64209,0.0768823,0.14992,0.0,0.0,1.94999,308.715,158.3161965,0.14992,0.0768823,1.682789257
2047.58,0.0,71318.8,0.0,0.0,0.0,1.12995,0.6586,0.0,0.0,0.582855,2047.58,3513.017817,0.6586,1.12995,22.52193943
0.0,606.809,7015.06,3.65442,6.16235,6.15987,0.0,0.0,0.140929,0.24116,1.71122,606.809,354.6060705,0.24116,0.140929,3.872639228
1603.22,0.0,8996.73,3.80615,8.07783,8.07783,0.597469,0.4833,0.0,0.0,0.808912,1603.22,1981.94612,0.4833,0.597469,12.92146711
1588.07,0.0,2086.13,5.31352,6.19077,6.18884,0.522036,0.5096,0.0,0.0,0.976178,1588.07,1626.824206,0.5096,0.522036,10.93553134
1052.63,0.0,1246.22,4.28089,6.80431,6.76896,0.264473,0.3806,0.0,0.0,1.43909,1052.63,731.4552947,0.3806,0.264473,5.497982224
0.0,279.715,2490.44,3.53304,4.39347,4.39347,0.0,0.0,0.107629,0.1406,1.30634,279.715,214.1211323,0.1406,0.107629,3.042695551
0.0,454.689,4253.19,2.49006,5.13877,5.0865,0.0,0.0,0.181992,0.22684,1.24643,454.689,364.7930489,0.22684,0.181992,3.045004976
941.945,0.0,2860.15,4.21324,5.5757,5.5757,0.352436,0.29616,0.0,0.0,0.840322,941.945,1120.933404,0.29616,0.352436,6.69764766
0.0,36.85,2803.94,2.63435,4.15862,4.09466,0.0,0.0,0.0333344,0.0491,1.47296,36.85,25.01765153,0.0491,0.0333344,1.531639457
0.0,215.957,1828.88,3.40597,4.20661,4.15918,0.0,0.0,0.0933227,0.22762,2.43906,215.957,88.5410773,0.22762,0.0933227,3.20231657
575.521,0.0,1365.41,3.76546,4.77549,4.77268,0.180326,0.25326,0.0,0.0,1.40445,575.521,409.7839012,0.25326,0.180326,5.176349024
0.0,848.863,5588.42,3.65733,4.78648,4.78648,0.0,0.0,0.252207,0.33268,1.31907,848.863,643.5314274,0.33268,0.252207,7.975153305
1046.26,0.0,1398.01,4.80567,5.5413,5.5333,0.280794,0.33578,0.0,0.0,1.19582,1046.26,874.9310097,0.33578,0.280794,6.901411269
0.0,452.751,2339.7,3.42627,4.88259,4.87229,0.0,0.0,0.219351,0.30058,1.37031,452.751,330.4004203,0.30058,0.219351,6.23451735
2159.23,0.0,4439.03,9.67035,12.29704,12.2571,1.42217,0.74298,0.0,0.0,0.522428,2159.23,4133.06714,0.74298,1.42217,21.69075314
0.0,1.87119,7993.08,2.45764,3.80555,3.79698,0.0,0.0,0.0,0.0,1.85069,1.87119,1.01107695,0.0,0.0,3.617639631
1882.28,0.0,7697.15,7.09924,9.33636,9.33362,0.725343,0.5623,0.0,0.0,0.775219,1882.28,2428.062264,0.5623,0.725343,14.00032758
0.0,560.483,3136.53,3.67927,5.49135,5.47427,0.0,0.0,0.122389,0.25094,2.05035,560.483,273.3596703,0.25094,0.122389,4.06675091
0.0,1283.6,4905.2,3.40894,11.39286,11.39286,0.0,0.0,0.505872,0.48012,0.949095,1283.6,1352.446278,0.48012,0.505872,11.74177514
1497.51,0.0,1600.49,6.81408,8.80212,8.79682,0.472933,0.50116,0.0,0.0,1.05969,1497.51,1413.158565,0.50116,0.472933,10.29504207
1581.62,0.0,9162.31,5.5004,7.22153,7.20678,0.48942,0.4549,0.0,0.0,0.929467,1581.62,1701.641909,0.4549,0.48942,10.49860811
673.702,0.0,4116.0,3.86066,5.60421,5.60126,0.157429,0.23456,0.0,0.0,1.48994,673.702,452.1672014,0.23456,0.157429,3.952177662
0.0,158.361,1320.38,2.4972,4.45543,4.40653,0.0,0.0,0.0847512,0.12924,1.52493,158.361,103.8480455,0.12924,0.0847512,1.659597551
525.734,0.0,2553.55,3.80073,4.65952,4.61652,0.125409,0.24098,0.0,0.0,1.92155,525.734,273.5989175,0.24098,0.125409,3.584451265
1147.0,0.0,9421.61,9.75442,11.1144,11.1107,0.435686,0.4296,0.0,0.0,0.986032,1147.0,1163.248252,0.4296,0.435686,8.611997024
0.0,475.696,3726.15,3.18412,5.49128,4.97136,0.0,0.0,0.21272,0.24104,1.13313,475.696,419.807083,0.24104,0.21272,6.916270247
2348.37,0.0,12642.1,7.96955,9.30653,8.40209,1.08855,0.69604,0.0,0.0,0.639421,2348.37,3672.650726,0.69604,1.08855,20.17482855
1937.45,0.0,9783.13,5.22924,16.36508,16.36508,0.862561,0.62162,0.0,0.0,0.720668,1937.45,2688.408532,0.62162,0.862561,16.82583291
0.0,468.441,22528.4,3.59203,5.54414,5.50949,0.0,0.0,0.108987,0.13662,1.25354,468.441,373.6944972,0.13662,0.108987,4.350970959
1413.99,0.0,5663.78,5.97974,6.81493,6.81375,0.32657,0.45194,0.0,0.0,1.3839,1413.99,1021.7429,0.45194,0.32657,8.49594229
0.0,193.907,1941.17,3.54093,4.11781,4.10826,0.0,0.0,0.0901406,0.19386,2.15064,193.907,90.16246327,0.19386,0.0901406,2.933596248
1800.99,84.0405,8224.53,6.57358,10.73095,10.72652,0.71023,0.5958,0.0512587,0.043,0.838883,1885.0305,2247.071999,0.6388,0.7614887,15.22319807
667.343,0.0,1971.21,4.35413,5.10968,5.09224,0.184656,0.2546,0.0,0.0,1.37878,667.343,484.0097768,0.2546,0.184656,4.209125916
0.0,419.168,4173.91,3.71197,4.70975,4.69989,0.0,0.0,0.15516,0.23698,1.52733,419.168,274.4449464,0.23698,0.15516,3.705771707
694.982,0.0,1515.37,3.8726,4.55228,4.49338,0.186824,0.30854,0.0,0.0,1.6515,694.982,420.8186497,0.30854,0.186824,7.498915246
1387.88,0.0,1510.52,6.48147,6.85652,6.85652,0.280644,0.46914,0.0,0.0,1.67165,1387.88,830.2455658,0.46914,0.280644,6.054066113
1300.9,0.0,1762.36,4.35313,5.86223,5.84737,0.250486,0.39032,0.0,0.0,1.55825,1300.9,834.8467833,0.39032,0.250486,5.874356484
0.0,97.7908,676.349,3.22631,4.22559,4.03111,0.0,0.0,0.0924326,0.13968,1.51116,97.7908,64.71240636,0.13968,0.0924326,3.198333166
1907.45,0.0,1690.0,6.78537,7.50015,7.50015,0.661539,0.57986,0.0,0.0,0.876532,1907.45,2176.13276,0.57986,0.661539,13.27224317
1254.81,0.0,13083.4,5.53893,7.3243,7.31909,0.287756,0.38004,0.0,0.0,1.3207,1254.81,950.1097903,0.38004,0.287756,7.790338273
1598.12,0.0,7999.42,6.03917,8.96134,8.96134,0.362414,0.47614,0.0,0.0,1.3138,1598.12,1216.410413,0.47614,0.362414,6.755267717
698.823,0.0,3306.75,4.63991,5.22472,5.21267,0.0915119,0.22792,0.0,0.0,2.49061,698.823,280.58307,0.22792,0.0915119,2.781956556
1550.22,0.0,4891.12,4.28228,6.38612,6.36726,0.424812,0.48704,0.0,0.0,1.14648,1550.22,1352.156165,0.48704,0.424812,10.21400815
0.0,940.235,9394.82,3.37218,12.38452,12.38452,0.0,0.0,0.320759,0.32294,1.0068,940.235,933.8845848,0.32294,0.320759,7.351346779
2188.31,0.0,4297.08,7.9821,15.02646,15.02646,1.30489,0.77646,0.0,0.0,0.595037,2188.31,3677.603241,0.77646,1.30489,22.84099535
363.73,0.225202,2828.77,3.74563,4.89247,4.89153,0.108271,0.17248,0.0,0.0,1.59304,363.955202,228.4658276,0.17248,0.108271,2.29016935
2252.06,0.0,12577.7,13.34789,13.64097,13.63908,1.22271,0.7389,0.0,0.0,0.604316,2252.06,3726.626467,0.7389,1.22271,22.57564515
1560.07,0.0,2963.3,7.91506,8.41453,8.41453,0.735761,0.5356,0.0,0.0,0.727953,1560.07,2143.091656,0.5356,0.735761,19.03476645
2069.82,0.0,5727.71,8.47748,10.22208,10.22208,0.872318,0.73298,0.0,0.0,0.840267,2069.82,2463.288455,0.73298,0.872318,10.5081653
0.0,278.755,402.002,3.29154,4.38198,4.3617,0.0,0.0,0.155274,0.23602,1.52002,278.755,183.3890344,0.23602,0.155274,7.131220506
0.0,6.35281,1284.62,3.19147,3.82607,3.81562,0.0,0.0,0.0,0.0,1.47931,6.35281,4.294441327,0.0,0.0,3.482052152
2212.42,0.0,6323.57,5.25494,7.33047,6.98774,0.659358,0.57994,0.0,0.0,0.879553,2212.42,2515.391341,0.57994,0.659358,14.25308123
523.612,0.0,2118.1,3.96262,5.78407,5.7827,0.0978418,0.18644,0.0,0.0,1.90553,523.612,274.7854928,0.18644,0.0978418,2.533082328
1518.77,0.0,3265.47,4.85724,7.6574,7.65488,0.213131,0.45998,0.0,0.0,2.1582,1518.77,703.7206932,0.45998,0.213131,3.992478451
1346.84,0.0,1739.38,3.79148,5.77631,5.77631,0.318322,0.46946,0.0,0.0,1.4748,1346.84,913.235693,0.46946,0.318322,7.610531614
220.533,78.0746,1304.41,3.85775,4.39053,4.38747,0.0803051,0.12714,0.0781575,0.12374,1.58321,298.6076,188.6089653,0.25088,0.1584626,3.397763326
338.017,337.046,5079.12,3.72256,5.3952,5.38437,0.0823398,0.12108,0.0802589,0.11802,1.47049,675.063,459.0735061,0.2391,0.1625987,5.25964173
968.088,0.242565,6311.8,8.60913,9.27008,9.21935,0.294682,0.33026,0.0,0.0,1.12073,968.330565,864.0177072,0.33026,0.294682,8.180645245
0.0,3.91073,1659.41,2.96104,3.81421,3.78648,0.0,0.0,0.0,0.0,1.8271,3.91073,2.140402824,0.0,0.0,3.058804326
0.0,19.665,778.699,2.61776,3.84426,3.84187,0.0,0.0,0.0838613,0.11966,1.42688,19.665,13.78181767,0.11966,0.0838613,4.171757561
1826.94,0.0,3816.53,7.12488,8.36656,8.36656,0.506582,0.55226,0.0,0.0,1.09017,1826.94,1675.830375,0.55226,0.506582,9.717470267
1471.47,0.0,5870.33,3.83096,5.21247,5.21247,0.361894,0.45444,0.0,0.0,1.25573,1471.47,1171.804448,0.45444,0.361894,8.692757166
0.0,1111.59,8195.35,3.05204,8.21325,8.20901,0.0,0.0,0.293628,0.37574,1.27965,1111.59,868.6672137,0.37574,0.293628,7.079174741
0.0,597.26,1584.91,3.58603,5.2876,5.2765,0.0,0.0,0.197038,0.292,1.48195,597.26,403.023044,0.292,0.197038,4.943284757
1342.59,1.84559,6251.04,4.73774,6.46497,6.45982,0.428013,0.40312,0.00392848,0.0037,0.941841,1344.43559,1427.454942,0.40682,0.43194148,10.16218401
0.0,177.989,1968.35,3.21404,4.2499,4.2499,0.0,0.0,0.117088,0.15328,1.30911,177.989,135.9618367,0.15328,0.117088,7.413828239
